Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
  0.000000,  0.000000,  5.193040E-02,  9.784162E-02, -4.239818E+00, 1.000,  128
  0.000000,  0.000000,  5.198987E-02,  9.803002E-02, -4.207883E+00, 1.000,  136
  0.000000,  0.000000,  5.213645E-02,  9.526057E-02, -4.193875E+00, 1.000,  128
  0.000000,  0.000000,  8.367805E-02,  3.913641E-01, -4.407547E+00, 1.000,   98
  0.000000,  0.000000,  8.370244E-02,  3.889342E-01, -4.406880E+00, 1.000,   98
  0.000000,  0.000000,  8.376866E-02,  3.825185E-01, -4.515672E+00, 1.000,  112
  0.000000,  0.000000,  8.379670E-02,  3.806321E-01, -4.708420E+00, 1.000,  112
  0.000000,  0.000000,  8.631034E-02,  3.589260E-01, -6.202157E+00, 1.000,  112
  0.000000,  0.000000,  8.631063E-02,  3.627138E-01, -6.227793E+00, 1.000,  112
  0.000000,  0.334572,  5.192275E-02,  9.779823E-02, -4.237510E+00, 1.000,  128
  0.000000,  0.334572,  5.198719E-02,  9.807026E-02, -4.212563E+00, 1.000,  136
  0.000000,  0.334572,  5.212120E-02,  9.533449E-02, -4.182290E+00, 1.000,  128
  0.000000,  0.334572,  8.374293E-02,  3.942073E-01, -4.837370E+00, 1.000,   98
  0.000000,  0.334572,  8.376803E-02,  3.891969E-01, -4.697121E+00, 1.000,  106
  0.000000,  0.334572,  8.378702E-02,  3.858557E-01, -4.748589E+00, 1.000,  112
  0.000000,  0.334572,  8.381237E-02,  3.818650E-01, -4.859687E+00, 1.000,  112
  0.000000,  0.334572,  8.630854E-02,  3.626032E-01, -6.282457E+00, 1.000,  112
  0.000000,  0.334572,  8.632534E-02,  3.648148E-01, -6.269810E+00, 1.000,  112
  0.000000,  0.669145,  5.192595E-02,  9.784762E-02, -4.238150E+00, 1.000,  128
  0.000000,  0.669145,  5.198965E-02,  9.804485E-02, -4.211916E+00, 1.000,  136
  0.000000,  0.669145,  5.212504E-02,  9.540479E-02, -4.186214E+00, 1.000,  128
  0.000000,  0.669145,  8.375099E-02,  3.927946E-01, -4.895118E+00, 1.000,  102
  0.000000,  0.669145,  8.375704E-02,  3.893890E-01, -4.856515E+00, 1.000,  110
  0.000000,  0.669145,  8.379178E-02,  3.863573E-01, -4.958515E+00, 1.000,  116
  0.000000,  0.669145,  8.381617E-02,  3.814892E-01, -5.058506E+00, 1.000,  114
  0.000000,  0.669145,  8.631610E-02,  3.632480E-01, -6.382115E+00, 1.000,  116
  0.000000,  0.669145,  8.631956E-02,  3.646705E-01, -6.313673E+00, 1.000,  114
  0.000000,  1.003717,  5.193058E-02,  9.789217E-02, -4.239372E+00, 1.000,  128
  0.000000,  1.003717,  5.199378E-02,  9.803898E-02, -4.211060E+00, 1.000,  136
  0.000000,  1.003717,  5.212947E-02,  9.523444E-02, -4.182203E+00, 1.000,  128
  0.000000,  1.003717,  8.378226E-02,  3.919612E-01, -5.198214E+00, 1.000,  106
  0.000000,  1.003717,  8.378580E-02,  3.886242E-01, -4.978504E+00, 1.000,  112
  0.000000,  1.003717,  8.380309E-02,  3.859392E-01, -5.177776E+00, 1.000,  118
  0.000000,  1.003717,  8.382497E-02,  3.821103E-01, -5.230886E+00, 1.000,  118
  0.000000,  1.003717,  8.631996E-02,  3.629913E-01, -6.441501E+00, 1.000,  118
  0.000000,  1.003717,  8.632920E-02,  3.651415E-01, -6.372954E+00, 1.000,  117
  0.000000,  1.338290,  5.193463E-02,  9.791770E-02, -4.241646E+00, 1.000,  128
  0.000000,  1.338290,  5.199957E-02,  9.806556E-02, -4.214098E+00, 1.000,  136
  0.000000,  1.338290,  5.213424E-02,  9.539552E-02, -4.185493E+00, 1.000,  128
  0.000000,  1.338290,  8.378274E-02,  3.930827E-01, -5.510761E+00, 1.000,  108
  0.000000,  1.338290,  8.379615E-02,  3.890945E-01, -5.471518E+00, 1.000,  114
  0.000000,  1.338290,  8.381125E-02,  3.859463E-01, -5.594233E+00, 1.000,  120
  0.000000,  1.338290,  8.383241E-02,  3.816964E-01, -5.458998E+00, 1.000,  118
  0.000000,  1.338290,  8.632626E-02,  3.631059E-01, -6.523752E+00, 1.000,  120
  0.000000,  1.338290,  8.633411E-02,  3.649982E-01, -6.533315E+00, 1.000,  116
  0.000000,  1.672862,  5.194163E-02,  9.791048E-02, -4.241497E+00, 1.000,  128
  0.000000,  1.672862,  5.200655E-02,  9.808733E-02, -4.214258E+00, 1.000,  139
  0.000000,  1.672862,  5.214140E-02,  9.544288E-02, -4.188157E+00, 1.000,  128
  0.000000,  1.672862,  8.381251E-02,  3.925042E-01, -5.640169E+00, 1.000,  108
  0.000000,  1.672862,  8.381530E-02,  3.889494E-01, -5.588429E+00, 1.000,  116
  0.000000,  1.672862,  8.382561E-02,  3.861896E-01, -5.788163E+00, 1.000,  120
  0.000000,  1.672862,  8.385043E-02,  3.816404E-01, -5.786246E+00, 1.000,  116
  0.000000,  1.672862,  8.633372E-02,  3.634296E-01, -6.709075E+00, 1.000,  120
  0.000000,  1.672862,  8.634201E-02,  3.650440E-01, -6.620371E+00, 1.000,  116
  0.000000,  2.007435,  5.195191E-02,  9.793241E-02, -4.245133E+00, 1.000,  128
  0.000000,  2.007435,  5.201550E-02,  9.811630E-02, -4.217331E+00, 1.000,  142
  0.000000,  2.007435,  5.215145E-02,  9.546902E-02, -4.187734E+00, 1.000,  128
  0.000000,  2.007435,  8.382502E-02,  3.930636E-01, -5.785353E+00, 1.000,  108
  0.000000,  2.007435,  8.383712E-02,  3.861358E-01, -5.908557E+00, 1.000,  122
  0.000000,  2.007435,  8.383989E-02,  3.892665E-01, -5.891247E+00, 1.000,  116
  0.000000,  2.007435,  8.386054E-02,  3.816883E-01, -5.885363E+00, 1.000,  114
  0.000000,  2.007435,  8.634621E-02,  3.634942E-01, -6.849429E+00, 1.000,  122
  0.000000,  2.007435,  8.635671E-02,  3.653692E-01, -6.780991E+00, 1.000,  114
  0.000000,  2.342007,  5.196339E-02,  9.801472E-02, -4.248296E+00, 1.000,  128
  0.000000,  2.342007,  5.202539E-02,  9.811422E-02, -4.218748E+00, 1.000,  142
  0.000000,  2.342007,  5.216304E-02,  9.550339E-02, -4.193456E+00, 1.000,  128
  0.000000,  2.342007,  8.385382E-02,  3.862343E-01, -5.841992E+00, 1.000,  122
  0.000000,  2.342007,  8.385502E-02,  3.889346E-01, -6.046677E+00, 1.000,  116
  0.000000,  2.342007,  8.386006E-02,  3.921555E-01, -5.835528E+00, 1.000,  108
  0.000000,  2.342007,  8.387316E-02,  3.818841E-01, -6.300618E+00, 1.000,  116
  0.000000,  2.342007,  8.636139E-02,  3.654028E-01, -6.964959E+00, 1.000,  116
  0.000000,  2.342007,  8.636367E-02,  3.636046E-01, -6.925392E+00, 1.000,  122
  0.000000,  2.676580,  5.197617E-02,  9.801710E-02, -4.252244E+00, 1.000,  128
  0.000000,  2.676580,  5.203835E-02,  9.814550E-02, -4.221953E+00, 1.000,  145
  0.000000,  2.676580,  5.217543E-02,  9.549305E-02, -4.195032E+00, 1.000,  128
  0.000000,  2.676580,  8.387042E-02,  3.863456E-01, -6.441557E+00, 1.000,  122
  0.000000,  2.676580,  8.388716E-02,  3.933283E-01, -6.463973E+00, 1.000,  112
  0.000000,  2.676580,  8.389250E-02,  3.818181E-01, -6.326705E+00, 1.000,  116
  0.000000,  2.676580,  8.389644E-02,  3.892798E-01, -6.381686E+00, 1.000,  116
  0.000000,  2.676580,  8.637246E-02,  3.636966E-01, -7.222804E+00, 1.000,  118
  0.000000,  2.676580,  8.638050E-02,  3.655991E-01, -7.091345E+00, 1.000,  114
  0.000000,  3.011152,  5.199561E-02,  9.808470E-02, -4.283832E+00, 1.000,  128
  0.000000,  3.011152,  5.205695E-02,  9.816255E-02, -4.222392E+00, 1.000,  145
  0.000000,  3.011152,  5.219471E-02,  9.549953E-02, -4.216698E+00, 1.000,  128
  0.000000,  3.011152,  8.388676E-02,  3.852488E-01, -6.524029E+00, 1.000,  119
  0.000000,  3.011152,  8.390157E-02,  3.821391E-01, -6.749121E+00, 1.000,  114
  0.000000,  3.011152,  8.391563E-02,  3.923025E-01, -6.801480E+00, 1.000,  114
  0.000000,  3.011152,  8.393120E-02,  3.890239E-01, -6.275726E+00, 1.000,  116
  0.000000,  3.011152,  8.638399E-02,  3.637376E-01, -7.427569E+00, 1.000,  118
  0.000000,  3.011152,  8.638756E-02,  3.654124E-01, -7.310520E+00, 1.000,  114
  0.000000,  3.345725,  5.200655E-02,  9.808484E-02, -4.256748E+00, 1.000,  128
  0.000000,  3.345725,  5.206751E-02,  9.819506E-02, -4.228563E+00, 1.000,  145
  0.000000,  3.345725,  5.220626E-02,  9.556394E-02, -4.209978E+00, 1.000,  128
  0.000000,  3.345725,  8.390907E-02,  3.865514E-01, -6.657380E+00, 1.000,  118
  0.000000,  3.345725,  8.393241E-02,  3.820204E-01, -6.810226E+00, 1.000,  114
  0.000000,  3.345725,  8.395509E-02,  3.934864E-01, -7.156209E+00, 1.000,  114
  0.000000,  3.345725,  8.397118E-02,  3.894936E-01, -6.688629E+00, 1.000,  118
  0.000000,  3.345725,  8.639997E-02,  3.638193E-01, -7.538911E+00, 1.000,  116
  0.000000,  3.345725,  8.640830E-02,  3.658052E-01, -7.487437E+00, 1.000,  114
  0.000000,  3.680297,  5.202227E-02,  9.814502E-02, -4.257362E+00, 1.000,  128
  0.000000,  3.680297,  5.208752E-02,  9.823103E-02, -4.234033E+00, 1.000,  145
  0.000000,  3.680297,  5.222230E-02,  9.558093E-02, -4.209234E+00, 1.000,  128
  0.000000,  3.680297,  8.393274E-02,  3.864264E-01, -6.907999E+00, 1.000,  116
  0.000000,  3.680297,  8.395992E-02,  3.821661E-01, -6.937552E+00, 1.000,  114
  0.000000,  3.680297,  8.399614E-02,  3.931584E-01, -6.611284E+00, 1.000,  114
  0.000000,  3.680297,  8.401330E-02,  3.898390E-01, -6.562338E+00, 1.000,  120
  0.000000,  3.680297,  8.642299E-02,  3.640126E-01, -7.760917E+00, 1.000,  116
  0.000000,  3.680297,  8.643071E-02,  3.656350E-01, -7.654497E+00, 1.000,  114
  0.000000,  4.014870,  5.204114E-02,  9.818444E-02, -4.247298E+00, 1.000,  124
  0.000000,  4.014870,  5.210568E-02,  9.821062E-02, -4.231683E+00, 1.000,  145
  0.000000,  4.014870,  5.224225E-02,  9.566631E-02, -4.215272E+00, 1.000,  124
  0.000000,  4.014870,  8.395339E-02,  3.862146E-01, -6.996510E+00, 1.000,  116
  0.000000,  4.014870,  8.397790E-02,  3.811775E-01, -7.118435E+00, 1.000,  114
  0.000000,  4.014870,  8.404222E-02,  3.947989E-01, -6.911092E+00, 1.000,  116
  0.000000,  4.014870,  8.405040E-02,  3.898223E-01, -6.850889E+00, 1.000,  120
  0.000000,  4.014870,  8.644640E-02,  3.647831E-01, -8.032432E+00, 1.000,  116
  0.000000,  4.014870,  8.645153E-02,  3.661774E-01, -7.874836E+00, 1.000,  114
  0.000000,  4.349442,  5.206460E-02,  9.816005E-02, -4.266569E+00, 1.000,  124
  0.000000,  4.349442,  5.212355E-02,  9.830798E-02, -4.240310E+00, 1.000,  145
  0.000000,  4.349442,  5.226472E-02,  9.564694E-02, -4.216948E+00, 1.000,  124
  0.000000,  4.349442,  8.397672E-02,  3.864365E-01, -7.281990E+00, 1.000,  118
  0.000000,  4.349442,  8.399959E-02,  3.823920E-01, -7.476062E+00, 1.000,  114
  0.000000,  4.349442,  8.409596E-02,  3.939629E-01, -7.353617E+00, 1.000,  116
  0.000000,  4.349442,  8.410574E-02,  3.901570E-01, -7.048710E+00, 1.000,  120
  0.000000,  4.349442,  8.645361E-02,  3.641768E-01, -8.115403E+00, 1.000,  114
  0.000000,  4.349442,  8.646285E-02,  3.661275E-01, -8.051837E+00, 1.000,  114
  0.000000,  4.684015,  5.209123E-02,  9.819608E-02, -4.273435E+00, 1.000,  122
  0.000000,  4.684015,  5.214840E-02,  9.833850E-02, -4.241523E+00, 1.000,  143
  0.000000,  4.684015,  5.229132E-02,  9.565352E-02, -4.221331E+00, 1.000,  122
  0.000000,  4.684015,  8.400422E-02,  3.866064E-01, -7.525282E+00, 1.000,  117
  0.000000,  4.684015,  8.402372E-02,  3.822215E-01, -7.585537E+00, 1.000,  114
  0.000000,  4.684015,  8.413889E-02,  3.935112E-01, -7.000483E+00, 1.000,  116
  0.000000,  4.684015,  8.415592E-02,  3.901328E-01, -6.892583E+00, 1.000,  120
  0.000000,  4.684015,  8.646740E-02,  3.641834E-01, -8.237915E+00, 1.000,  116
  0.000000,  4.684015,  8.647465E-02,  3.661075E-01, -8.118483E+00, 1.000,  114
  0.000000,  5.018587,  5.211317E-02,  9.827962E-02, -4.268650E+00, 1.000,  120
  0.000000,  5.018587,  5.216759E-02,  9.838639E-02, -4.252916E+00, 1.000,  143
  0.000000,  5.018587,  5.231309E-02,  9.574403E-02, -4.228567E+00, 1.000,  120
  0.000000,  5.018587,  8.402882E-02,  3.866793E-01, -7.721841E+00, 1.000,  116
  0.000000,  5.018587,  8.405168E-02,  3.826222E-01, -7.835226E+00, 1.000,  114
  0.000000,  5.018587,  8.419892E-02,  3.931562E-01, -7.596543E+00, 1.000,  116
  0.000000,  5.018587,  8.421203E-02,  3.911122E-01, -7.637583E+00, 1.000,  120
  0.000000,  5.018587,  8.649412E-02,  3.644548E-01, -8.495811E+00, 1.000,  116
  0.000000,  5.018587,  8.650352E-02,  3.665022E-01, -8.398798E+00, 1.000,  114
  0.000000,  5.353160,  5.213615E-02,  9.832387E-02, -4.278148E+00, 1.000,  120
  0.000000,  5.353160,  5.219509E-02,  9.840186E-02, -4.255314E+00, 1.000,  146
  0.000000,  5.353160,  5.233592E-02,  9.573354E-02, -4.212585E+00, 1.000,  120
  0.000000,  5.353160,  8.404876E-02,  3.869805E-01, -7.917058E+00, 1.000,  116
  0.000000,  5.353160,  8.408660E-02,  3.825141E-01, -8.129432E+00, 1.000,  114
  0.000000,  5.353160,  8.425208E-02,  3.943543E-01, -8.130759E+00, 1.000,  116
  0.000000,  5.353160,  8.427028E-02,  3.909837E-01, -7.612358E+00, 1.000,  120
  0.000000,  5.353160,  8.651182E-02,  3.647656E-01, -8.665199E+00, 1.000,  116
  0.000000,  5.353160,  8.653517E-02,  3.665642E-01, -8.672027E+00, 1.000,  114
  0.000000,  5.687732,  5.216685E-02,  9.838360E-02, -4.286025E+00, 1.000,  120
  0.000000,  5.687732,  5.221986E-02,  9.846825E-02, -4.261173E+00, 1.000,  146
  0.000000,  5.687732,  5.236713E-02,  9.580492E-02, -4.229815E+00, 1.000,  120
  0.000000,  5.687732,  8.408708E-02,  3.868278E-01, -8.190843E+00, 1.000,  116
  0.000000,  5.687732,  8.410977E-02,  3.834081E-01, -8.263508E+00, 1.000,  114
  0.000000,  5.687732,  8.431804E-02,  3.939865E-01, -7.923359E+00, 1.000,  118
  0.000000,  5.687732,  8.433308E-02,  3.908137E-01, -8.097291E+00, 1.000,  122
  0.000000,  5.687732,  8.653782E-02,  3.650995E-01, -8.848091E+00, 1.000,  116
  0.000000,  5.687732,  8.654796E-02,  3.669641E-01, -8.727341E+00, 1.000,  112
  0.000000,  6.022305,  5.219413E-02,  9.861858E-02, -4.256342E+00, 1.000,  120
  0.000000,  6.022305,  5.224832E-02,  9.849491E-02, -4.269637E+00, 1.000,  146
  0.000000,  6.022305,  5.239165E-02,  9.581566E-02, -4.191117E+00, 1.000,  120
  0.000000,  6.022305,  8.411873E-02,  3.828899E-01, -8.266670E+00, 1.000,  116
  0.000000,  6.022305,  8.412558E-02,  3.863580E-01, -8.485545E+00, 1.000,  116
  0.000000,  6.022305,  8.437096E-02,  3.928767E-01, -7.966640E+00, 1.000,  122
  0.000000,  6.022305,  8.441750E-02,  3.908310E-01, -8.883640E+00, 1.000,  118
  0.000000,  6.022305,  8.656522E-02,  3.673388E-01, -8.715905E+00, 1.000,  114
  0.000000,  6.022305,  8.657895E-02,  3.649731E-01, -9.168841E+00, 1.000,  116
  0.000000,  6.356877,  5.222944E-02,  9.840273E-02, -4.303584E+00, 1.000,  120
  0.000000,  6.356877,  5.227888E-02,  9.857063E-02, -4.272949E+00, 1.000,  148
  0.000000,  6.356877,  5.243084E-02,  9.598705E-02, -4.255434E+00, 1.000,  120
  0.000000,  6.356877,  8.413546E-02,  3.873875E-01, -8.467247E+00, 1.000,  116
  0.000000,  6.356877,  8.416251E-02,  3.834994E-01, -8.630011E+00, 1.000,  114
  0.000000,  6.356877,  8.446380E-02,  3.951627E-01, -8.286054E+00, 1.000,  120
  0.000000,  6.356877,  8.446837E-02,  3.909896E-01, -8.310379E+00, 1.000,  122
  0.000000,  6.356877,  8.658973E-02,  3.655776E-01, -9.193881E+00, 1.000,  116
  0.000000,  6.356877,  8.660577E-02,  3.672189E-01, -9.073218E+00, 1.000,  114
  0.000000,  6.691450,  5.226005E-02,  9.848266E-02, -4.296965E+00, 1.000,  120
  0.000000,  6.691450,  5.230830E-02,  9.863589E-02, -4.275392E+00, 1.000,  148
  0.000000,  6.691450,  5.246137E-02,  9.600509E-02, -4.252756E+00, 1.000,  120
  0.000000,  6.691450,  8.417280E-02,  3.874902E-01, -8.626162E+00, 1.000,  116
  0.000000,  6.691450,  8.419712E-02,  3.836898E-01, -8.755843E+00, 1.000,  114
  0.000000,  6.691450,  8.453421E-02,  3.944222E-01, -8.824030E+00, 1.000,  120
  0.000000,  6.691450,  8.453576E-02,  3.921539E-01, -8.379323E+00, 1.000,  122
  0.000000,  6.691450,  8.661299E-02,  3.659062E-01, -9.416960E+00, 1.000,  114
  0.000000,  6.691450,  8.662234E-02,  3.673963E-01, -9.242733E+00, 1.000,  114
  0.000000,  7.026022,  5.229608E-02,  9.864036E-02, -4.285168E+00, 1.000,  120
  0.000000,  7.026022,  5.234402E-02,  9.870086E-02, -4.296292E+00, 1.000,  148
  0.000000,  7.026022,  5.249596E-02,  9.608998E-02, -4.189936E+00, 1.000,  120
  0.000000,  7.026022,  8.421478E-02,  3.879708E-01, -9.051702E+00, 1.000,  115
  0.000000,  7.026022,  8.423451E-02,  3.835630E-01, -9.047940E+00, 1.000,  114
  0.000000,  7.026022,  8.462122E-02,  3.932678E-01, -8.720999E+00, 1.000,  122
  0.000000,  7.026022,  8.462456E-02,  3.953192E-01, -9.310263E+00, 1.000,  122
  0.000000,  7.026022,  8.663726E-02,  3.665743E-01, -9.654871E+00, 1.000,  114
  0.000000,  7.026022,  8.664340E-02,  3.674744E-01, -9.390322E+00, 1.000,  114
  0.000000,  7.360595,  5.233396E-02,  9.861966E-02, -4.298392E+00, 1.000,  122
  0.000000,  7.360595,  5.237757E-02,  9.874893E-02, -4.299314E+00, 1.000,  148
  0.000000,  7.360595,  5.253502E-02,  9.615109E-02, -4.243774E+00, 1.000,  122
  0.000000,  7.360595,  8.424117E-02,  3.877801E-01, -9.075194E+00, 1.000,  114
  0.000000,  7.360595,  8.426293E-02,  3.839852E-01, -9.110956E+00, 1.000,  114
  0.000000,  7.360595,  8.468778E-02,  3.954673E-01, -8.882518E+00, 1.000,  122
  0.000000,  7.360595,  8.469312E-02,  3.925522E-01, -8.433988E+00, 1.000,  122
  0.000000,  7.360595,  8.666690E-02,  3.663165E-01, -9.746200E+00, 1.000,  114
  0.000000,  7.360595,  8.667590E-02,  3.679055E-01, -9.545741E+00, 1.000,  114
  0.000000,  7.695167,  5.237341E-02,  9.871441E-02, -4.299819E+00, 1.000,  122
  0.000000,  7.695167,  5.241678E-02,  9.880569E-02, -4.303596E+00, 1.000,  148
  0.000000,  7.695167,  5.257483E-02,  9.619339E-02, -4.244757E+00, 1.000,  122
  0.000000,  7.695167,  8.426736E-02,  3.879091E-01, -9.308468E+00, 1.000,  114
  0.000000,  7.695167,  8.430153E-02,  3.845118E-01, -9.204861E+00, 1.000,  114
  0.000000,  7.695167,  8.476921E-02,  3.954151E-01, -9.155846E+00, 1.000,  122
  0.000000,  7.695167,  8.477896E-02,  3.931030E-01, -8.901926E+00, 1.000,  120
  0.000000,  7.695167,  8.669363E-02,  3.684929E-01, -9.617537E+00, 1.000,  114
  0.000000,  7.695167,  8.669602E-02,  3.662730E-01, -9.895812E+00, 1.000,  112
  0.000000,  8.029740,  5.241273E-02,  9.871635E-02, -4.324459E+00, 1.000,  122
  0.000000,  8.029740,  5.245331E-02,  9.889334E-02, -4.309350E+00, 1.000,  151
  0.000000,  8.029740,  5.261456E-02,  9.621819E-02, -4.262650E+00, 1.000,  122
  0.000000,  8.029740,  8.430990E-02,  3.881509E-01, -9.332538E+00, 1.000,  114
  0.000000,  8.029740,  8.433561E-02,  3.845047E-01, -9.429252E+00, 1.000,  118
  0.000000,  8.029740,  8.485548E-02,  3.963960E-01, -9.058312E+00, 1.000,  122
  0.000000,  8.029740,  8.486681E-02,  3.928391E-01, -9.002742E+00, 1.000,  120
  0.000000,  8.029740,  8.671777E-02,  3.666895E-01, -1.003813E+01, 1.000,  112
  0.000000,  8.029740,  8.672943E-02,  3.686509E-01, -9.787394E+00, 1.000,  116
  0.000000,  8.364312,  5.245495E-02,  9.892962E-02, -4.325604E+00, 1.000,  122
  0.000000,  8.364312,  5.249312E-02,  9.895112E-02, -4.315806E+00, 1.000,  149
  0.000000,  8.364312,  5.265691E-02,  9.629970E-02, -4.275657E+00, 1.000,  122
  0.000000,  8.364312,  8.434460E-02,  3.886783E-01, -9.489290E+00, 1.000,  114
  0.000000,  8.364312,  8.437322E-02,  3.849310E-01, -9.620804E+00, 1.000,  118
  0.000000,  8.364312,  8.494554E-02,  3.968746E-01, -9.187209E+00, 1.000,  124
  0.000000,  8.364312,  8.495284E-02,  3.938913E-01, -9.044971E+00, 1.000,  120
  0.000000,  8.364312,  8.674737E-02,  3.671611E-01, -1.024397E+01, 1.000,  112
  0.000000,  8.364312,  8.676098E-02,  3.692143E-01, -9.983558E+00, 1.000,  116
  0.000000,  8.698885,  5.249842E-02,  9.889752E-02, -4.332925E+00, 1.000,  120
  0.000000,  8.698885,  5.253454E-02,  9.902052E-02, -4.326652E+00, 1.000,  147
  0.000000,  8.698885,  5.270106E-02,  9.643983E-02, -4.293739E+00, 1.000,  120
  0.000000,  8.698885,  8.438047E-02,  3.884407E-01, -9.729612E+00, 1.000,  114
  0.000000,  8.698885,  8.440821E-02,  3.850312E-01, -9.811392E+00, 1.000,  114
  0.000000,  8.698885,  8.503425E-02,  3.966806E-01, -9.144383E+00, 1.000,  126
  0.000000,  8.698885,  8.504705E-02,  3.940720E-01, -9.392870E+00, 1.000,  120
  0.000000,  8.698885,  8.677635E-02,  3.672092E-01, -1.039033E+01, 1.000,  112
  0.000000,  8.698885,  8.678965E-02,  3.690989E-01, -1.009508E+01, 1.000,  114
  0.000000,  9.033457,  5.254285E-02,  9.901115E-02, -4.315559E+00, 1.000,  124
  0.000000,  9.033457,  5.257797E-02,  9.910045E-02, -4.332748E+00, 1.000,  147
  0.000000,  9.033457,  5.274637E-02,  9.645989E-02, -4.285068E+00, 1.000,  124
  0.000000,  9.033457,  8.441867E-02,  3.885321E-01, -9.879273E+00, 1.000,  114
  0.000000,  9.033457,  8.444937E-02,  3.855232E-01, -9.964094E+00, 1.000,  114
  0.000000,  9.033457,  8.513316E-02,  3.977998E-01, -9.525836E+00, 1.000,  124
  0.000000,  9.033457,  8.515064E-02,  3.942329E-01, -9.269410E+00, 1.000,  118
  0.000000,  9.033457,  8.680346E-02,  3.678748E-01, -1.067095E+01, 1.000,  112
  0.000000,  9.033457,  8.681897E-02,  3.699050E-01, -1.034461E+01, 1.000,  114
  0.000000,  9.368030,  5.258945E-02,  9.916659E-02, -4.291186E+00, 1.000,  124
  0.000000,  9.368030,  5.262213E-02,  9.920300E-02, -4.339940E+00, 1.000,  147
  0.000000,  9.368030,  5.279208E-02,  9.652907E-02, -4.255370E+00, 1.000,  124
  0.000000,  9.368030,  8.446303E-02,  3.891659E-01, -1.006643E+01, 1.000,  116
  0.000000,  9.368030,  8.448499E-02,  3.860655E-01, -1.020038E+01, 1.000,  114
  0.000000,  9.368030,  8.523266E-02,  3.981321E-01, -9.318044E+00, 1.000,  124
  0.000000,  9.368030,  8.525328E-02,  3.946663E-01, -9.925445E+00, 1.000,  118
  0.000000,  9.368030,  8.683971E-02,  3.678514E-01, -1.073738E+01, 1.000,  114
  0.000000,  9.368030,  8.685370E-02,  3.698770E-01, -1.047224E+01, 1.000,  114
  0.000000,  9.702602,  5.263875E-02,  9.920274E-02, -4.309339E+00, 1.000,  124
  0.000000,  9.702602,  5.267069E-02,  9.926966E-02, -4.352752E+00, 1.000,  150
  0.000000,  9.702602,  5.284184E-02,  9.662560E-02, -4.280502E+00, 1.000,  124
  0.000000,  9.702602,  8.449043E-02,  3.894606E-01, -1.013121E+01, 1.000,  116
  0.000000,  9.702602,  8.452442E-02,  3.861535E-01, -1.026069E+01, 1.000,  116
  0.000000,  9.702602,  8.534198E-02,  3.978404E-01, -9.669379E+00, 1.000,  122
  0.000000,  9.702602,  8.535327E-02,  3.949807E-01, -9.477507E+00, 1.000,  116
  0.000000,  9.702602,  8.686649E-02,  3.681379E-01, -1.095194E+01, 1.000,  114
  0.000000,  9.702602,  8.688610E-02,  3.702034E-01, -1.069235E+01, 1.000,  116
  0.000000, 10.037175,  5.269619E-02,  9.935106E-02, -4.337965E+00, 1.000,  150
  0.000000, 10.037175,  5.270584E-02,  9.929841E-02, -4.403357E+00, 1.000,  122
  0.000000, 10.037175,  5.290853E-02,  9.678543E-02, -4.331231E+00, 1.000,  122
  0.000000, 10.037175,  8.455027E-02,  3.906879E-01, -9.926530E+00, 1.000,  114
  0.000000, 10.037175,  8.458527E-02,  3.871646E-01, -1.013592E+01, 1.000,  116
  0.000000, 10.037175,  8.543261E-02,  3.981316E-01, -1.146288E+01, 1.000,  122
  0.000000, 10.037175,  8.544472E-02,  3.956700E-01, -1.086067E+01, 1.000,  116
  0.000000, 10.037175,  8.687994E-02,  3.697222E-01, -1.141289E+01, 1.000,  112
  0.000000, 10.037175,  8.691483E-02,  3.714179E-01, -1.102522E+01, 1.000,  116
  0.000000, 10.371747,  5.274408E-02,  9.942245E-02, -4.367067E+00, 1.000,  122
  0.000000, 10.371747,  5.276991E-02,  9.946930E-02, -4.370061E+00, 1.000,  152
  0.000000, 10.371747,  5.294781E-02,  9.683828E-02, -4.322246E+00, 1.000,  122
  0.000000, 10.371747,  8.456998E-02,  3.906253E-01, -1.032001E+01, 1.000,  114
  0.000000, 10.371747,  8.460423E-02,  3.867916E-01, -1.062992E+01, 1.000,  114
  0.000000, 10.371747,  8.556423E-02,  3.997843E-01, -9.894962E+00, 1.000,  122
  0.000000, 10.371747,  8.557528E-02,  3.958224E-01, -9.839556E+00, 1.000,  117
  0.000000, 10.371747,  8.693289E-02,  3.689516E-01, -1.129015E+01, 1.000,  112
  0.000000, 10.371747,  8.694552E-02,  3.708277E-01, -1.103337E+01, 1.000,  112
  0.000000, 10.706320,  5.279886E-02,  9.950959E-02, -4.361507E+00, 1.000,  122
  0.000000, 10.706320,  5.282049E-02,  9.953741E-02, -4.382585E+00, 1.000,  150
  0.000000, 10.706320,  5.300290E-02,  9.695563E-02, -4.314808E+00, 1.000,  122
  0.000000, 10.706320,  8.461229E-02,  3.907367E-01, -1.051862E+01, 1.000,  114
  0.000000, 10.706320,  8.464890E-02,  3.869301E-01, -1.069044E+01, 1.000,  112
  0.000000, 10.706320,  8.567668E-02,  3.995970E-01, -1.008650E+01, 1.000,  122
  0.000000, 10.706320,  8.568565E-02,  3.967612E-01, -9.943877E+00, 1.000,  120
  0.000000, 10.706320,  8.696160E-02,  3.692825E-01, -1.154992E+01, 1.000,  112
