Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
  0.000000, 21.078067,  5.546295E-02,  1.042077E-01, -4.834660E+00, 1.000,  120
  0.000000, 21.078067,  5.568121E-02,  1.015019E-01, -4.712369E+00, 1.000,  120
  0.000000, 21.078067,  8.604854E-02,  4.102727E-01, -1.695054E+01, 1.000,  112
  0.000000, 21.078067,  8.608563E-02,  4.077299E-01, -1.796720E+01, 1.000,  112
  0.000000, 21.078067,  8.811128E-02,  3.781541E-01, -1.100837E+01, 1.000,  112
  0.000000, 21.078067,  8.812209E-02,  3.802492E-01, -1.059686E+01, 1.000,  112
  0.000000, 21.078067,  9.134852E-02,  4.280727E-01, -1.031399E+01, 1.000,  120
  0.000000, 21.078067,  9.136900E-02,  4.250897E-01, -1.020774E+01, 1.000,  120
  0.000000, 21.412639,  5.544394E-02,  1.042436E-01, -4.835719E+00, 1.000,  151
  0.000000, 21.412639,  5.558115E-02,  1.044318E-01, -4.860443E+00, 1.000,  120
  0.000000, 21.412639,  5.580079E-02,  1.017754E-01, -4.731516E+00, 1.000,  120
  0.000000, 21.412639,  8.608661E-02,  4.116931E-01, -1.821963E+01, 1.000,  112
  0.000000, 21.412639,  8.613945E-02,  4.081904E-01, -1.799924E+01, 1.000,  114
  0.000000, 21.412639,  8.816724E-02,  3.792984E-01, -1.131753E+01, 1.000,  112
  0.000000, 21.412639,  8.817516E-02,  3.807163E-01, -1.052194E+01, 1.000,  114
  0.000000, 21.412639,  9.161762E-02,  4.284970E-01, -1.027994E+01, 1.000,  122
  0.000000, 21.412639,  9.163305E-02,  4.269588E-01, -1.080623E+01, 1.000,  122
  0.000000, 21.747212,  5.556286E-02,  1.044773E-01, -4.888789E+00, 1.000,  151
  0.000000, 21.747212,  5.570250E-02,  1.046783E-01, -4.906101E+00, 1.000,  122
  0.000000, 21.747212,  5.592176E-02,  1.019518E-01, -4.817149E+00, 1.000,  122
  0.000000, 21.747212,  8.612855E-02,  4.104005E-01, -1.727183E+01, 1.000,  112
  0.000000, 21.747212,  8.616823E-02,  4.088091E-01, -1.807791E+01, 1.000,  112
  0.000000, 21.747212,  8.820666E-02,  3.797199E-01, -1.096780E+01, 1.000,  112
  0.000000, 21.747212,  8.822452E-02,  3.813071E-01, -1.073764E+01, 1.000,  112
  0.000000, 21.747212,  9.189890E-02,  4.311087E-01, -1.153177E+01, 1.000,  122
  0.000000, 21.747212,  9.191402E-02,  4.288963E-01, -1.166776E+01, 1.000,  122
  0.000000, 22.081784,  5.568191E-02,  1.046678E-01, -5.044168E+00, 1.000,  153
  0.000000, 22.081784,  5.581753E-02,  1.049257E-01, -4.708976E+00, 1.000,  122
  0.000000, 22.081784,  5.604338E-02,  1.021009E-01, -4.674072E+00, 1.000,  122
  0.000000, 22.081784,  8.619062E-02,  4.108114E-01, -1.869672E+01, 1.000,  112
  0.000000, 22.081784,  8.623765E-02,  4.108203E-01, -1.929313E+01, 1.000,  112
  0.000000, 22.081784,  8.826021E-02,  3.805558E-01, -1.142844E+01, 1.000,  112
  0.000000, 22.081784,  8.827740E-02,  3.825799E-01, -1.142727E+01, 1.000,  112
  0.000000, 22.081784,  9.218916E-02,  4.303388E-01, -1.224279E+01, 1.000,  122
  0.000000, 22.081784,  9.220870E-02,  4.291995E-01, -1.193275E+01, 1.000,  124
  0.000000, 22.416357,  5.579934E-02,  1.048921E-01, -4.967938E+00, 1.000,  153
  0.000000, 22.416357,  5.595332E-02,  1.050437E-01, -5.053337E+00, 1.000,  124
  0.000000, 22.416357,  5.617420E-02,  1.023881E-01, -4.881820E+00, 1.000,  124
  0.000000, 22.416357,  8.621437E-02,  4.132363E-01, -1.835597E+01, 1.000,  112
  0.000000, 22.416357,  8.625607E-02,  4.111102E-01, -1.894817E+01, 1.000,  112
  0.000000, 22.416357,  8.831003E-02,  3.814774E-01, -1.121595E+01, 1.000,  112
  0.000000, 22.416357,  8.833517E-02,  3.831921E-01, -1.131360E+01, 1.000,  112
  0.000000, 22.416357,  9.246956E-02,  4.340482E-01, -1.226900E+01, 1.000,  120
  0.000000, 22.416357,  9.248382E-02,  4.312089E-01, -1.237282E+01, 1.000,  122
  0.000000, 22.750929,  5.591922E-02,  1.051018E-01, -4.915737E+00, 1.000,  151
  0.000000, 22.750929,  5.608414E-02,  1.051931E-01, -5.254558E+00, 1.000,  123
  0.000000, 22.750929,  5.630377E-02,  1.026757E-01, -4.911098E+00, 1.000,  122
  0.000000, 22.750929,  8.626272E-02,  4.140343E-01, -1.904015E+01, 1.000,  113
  0.000000, 22.750929,  8.630171E-02,  4.117846E-01, -1.929376E+01, 1.000,  112
  0.000000, 22.750929,  8.836704E-02,  3.810439E-01, -1.111524E+01, 1.000,  112
  0.000000, 22.750929,  8.838846E-02,  3.826638E-01, -1.116258E+01, 1.000,  112
  0.000000, 22.750929,  9.275824E-02,  4.349566E-01, -1.289485E+01, 1.000,  120
  0.000000, 22.750929,  9.277950E-02,  4.330767E-01, -1.283307E+01, 1.000,  122
  0.000000, 23.085502,  5.604122E-02,  1.053233E-01, -4.934311E+00, 1.000,  151
  0.000000, 23.085502,  5.621583E-02,  1.054471E-01, -5.204838E+00, 1.000,  118
  0.000000, 23.085502,  5.643699E-02,  1.028324E-01, -4.939686E+00, 1.000,  118
  0.000000, 23.085502,  8.629904E-02,  4.160460E-01, -1.944721E+01, 1.000,  114
  0.000000, 23.085502,  8.633894E-02,  4.123751E-01, -1.925404E+01, 1.000,  114
  0.000000, 23.085502,  8.841255E-02,  3.832983E-01, -1.097246E+01, 1.000,  114
  0.000000, 23.085502,  8.843952E-02,  3.848102E-01, -1.116391E+01, 1.000,  114
  0.000000, 23.085502,  9.306013E-02,  4.372867E-01, -1.346335E+01, 1.000,  120
  0.000000, 23.085502,  9.307981E-02,  4.346465E-01, -1.359050E+01, 1.000,  122
  0.000000, 23.420074,  5.616756E-02,  1.055443E-01, -4.993484E+00, 1.000,  153
  0.000000, 23.420074,  5.634874E-02,  1.057319E-01, -5.275241E+00, 1.000,  118
  0.000000, 23.420074,  5.657062E-02,  1.030595E-01, -5.001939E+00, 1.000,  118
  0.000000, 23.420074,  8.634050E-02,  4.160431E-01, -1.935054E+01, 1.000,  114
  0.000000, 23.420074,  8.638001E-02,  4.135711E-01, -1.963122E+01, 1.000,  114
  0.000000, 23.420074,  8.846651E-02,  3.828150E-01, -1.074509E+01, 1.000,  114
  0.000000, 23.420074,  8.849628E-02,  3.856577E-01, -1.098560E+01, 1.000,  114
  0.000000, 23.420074,  9.336626E-02,  4.382562E-01, -1.383166E+01, 1.000,  120
  0.000000, 23.420074,  9.338597E-02,  4.354274E-01, -1.416709E+01, 1.000,  122
  0.000000, 23.754647,  5.629507E-02,  1.057618E-01, -4.962178E+00, 1.000,  150
  0.000000, 23.754647,  5.648571E-02,  1.058670E-01, -5.345366E+00, 1.000,  120
  0.000000, 23.754647,  5.670854E-02,  1.033235E-01, -5.033790E+00, 1.000,  120
  0.000000, 23.754647,  8.637843E-02,  4.168688E-01, -1.933901E+01, 1.000,  114
  0.000000, 23.754647,  8.641568E-02,  4.151174E-01, -1.964100E+01, 1.000,  112
  0.000000, 23.754647,  8.851994E-02,  3.826510E-01, -1.025829E+01, 1.000,  112
  0.000000, 23.754647,  8.854358E-02,  3.860941E-01, -1.061981E+01, 1.000,  112
  0.000000, 23.754647,  9.367566E-02,  4.397313E-01, -1.445263E+01, 1.000,  120
  0.000000, 23.754647,  9.369486E-02,  4.369682E-01, -1.440854E+01, 1.000,  122
  0.000000, 24.089219,  5.642285E-02,  1.060079E-01, -4.870438E+00, 1.000,  150
  0.000000, 24.089219,  5.661707E-02,  1.065025E-01, -4.939890E+00, 1.000,  120
  0.000000, 24.089219,  5.684387E-02,  1.035440E-01, -4.934891E+00, 1.000,  120
  0.000000, 24.089219,  8.641577E-02,  4.189352E-01, -1.977519E+01, 1.000,  114
  0.000000, 24.089219,  8.645151E-02,  4.171498E-01, -2.002906E+01, 1.000,  112
  0.000000, 24.089219,  8.855967E-02,  3.824299E-01, -9.982182E+00, 1.000,  114
  0.000000, 24.089219,  8.857995E-02,  3.857784E-01, -1.045331E+01, 1.000,  112
  0.000000, 24.089219,  9.399646E-02,  4.418579E-01, -1.543818E+01, 1.000,  120
  0.000000, 24.089219,  9.400177E-02,  4.392253E-01, -1.456750E+01, 1.000,  122
  0.000000, 24.423792,  5.655746E-02,  1.062188E-01, -5.030987E+00, 1.000,  150
  0.000000, 24.423792,  5.676547E-02,  1.064631E-01, -5.295895E+00, 1.000,  118
  0.000000, 24.423792,  5.699068E-02,  1.037326E-01, -5.116650E+00, 1.000,  118
  0.000000, 24.423792,  8.645850E-02,  4.181812E-01, -1.979299E+01, 1.000,  114
  0.000000, 24.423792,  8.649118E-02,  4.168764E-01, -1.960179E+01, 1.000,  112
  0.000000, 24.423792,  8.861280E-02,  3.813623E-01, -9.530815E+00, 1.000,  112
  0.000000, 24.423792,  8.865212E-02,  3.842956E-01, -1.018429E+01, 1.000,  112
  0.000000, 24.423792,  9.431906E-02,  4.428353E-01, -1.557015E+01, 1.000,  122
  0.000000, 24.423792,  9.433949E-02,  4.404917E-01, -1.618737E+01, 1.000,  122
  0.000000, 24.758364,  5.669336E-02,  1.064995E-01, -5.073071E+00, 1.000,  150
  0.000000, 24.758364,  5.691232E-02,  1.066017E-01, -5.473744E+00, 1.000,  118
  0.000000, 24.758364,  5.713649E-02,  1.040319E-01, -5.220108E+00, 1.000,  118
  0.000000, 24.758364,  8.649516E-02,  4.192796E-01, -1.972069E+01, 1.000,  112
  0.000000, 24.758364,  8.653174E-02,  4.179360E-01, -1.963387E+01, 1.000,  112
  0.000000, 24.758364,  8.866518E-02,  3.826726E-01, -9.299903E+00, 1.000,  112
  0.000000, 24.758364,  8.870337E-02,  3.853200E-01, -9.813236E+00, 1.000,  112
  0.000000, 24.758364,  9.465424E-02,  4.440708E-01, -1.632875E+01, 1.000,  122
  0.000000, 24.758364,  9.467049E-02,  4.421009E-01, -1.684519E+01, 1.000,  124
  0.000000, 25.092937,  5.682950E-02,  1.067248E-01, -5.116648E+00, 1.000,  152
  0.000000, 25.092937,  5.705529E-02,  1.070286E-01, -5.284135E+00, 1.000,  116
  0.000000, 25.092937,  5.728307E-02,  1.041894E-01, -5.202503E+00, 1.000,  116
  0.000000, 25.092937,  8.653545E-02,  4.205216E-01, -1.955029E+01, 1.000,  112
  0.000000, 25.092937,  8.656478E-02,  4.183709E-01, -1.932481E+01, 1.000,  110
  0.000000, 25.092937,  8.872469E-02,  3.825678E-01, -9.208351E+00, 1.000,  110
  0.000000, 25.092937,  8.875871E-02,  3.840908E-01, -9.614029E+00, 1.000,  110
  0.000000, 25.092937,  9.499491E-02,  4.459595E-01, -1.782641E+01, 1.000,  122
  0.000000, 25.092937,  9.501197E-02,  4.426955E-01, -1.738167E+01, 1.000,  124
  0.000000, 25.427509,  5.696912E-02,  1.069630E-01, -5.108912E+00, 1.000,  152
  0.000000, 25.427509,  5.720574E-02,  1.072087E-01, -5.508954E+00, 1.000,  116
  0.000000, 25.427509,  5.743297E-02,  1.045894E-01, -5.265106E+00, 1.000,  116
  0.000000, 25.427509,  8.656455E-02,  4.207195E-01, -1.934307E+01, 1.000,  108
  0.000000, 25.427509,  8.660639E-02,  4.180409E-01, -1.927391E+01, 1.000,  110
  0.000000, 25.427509,  8.878234E-02,  3.833172E-01, -9.014624E+00, 1.000,  108
  0.000000, 25.427509,  8.880129E-02,  3.850334E-01, -9.161974E+00, 1.000,  110
  0.000000, 25.427509,  9.532343E-02,  4.473971E-01, -1.718567E+01, 1.000,  122
  0.000000, 25.427509,  9.535031E-02,  4.449873E-01, -1.794767E+01, 1.000,  126
  0.000000, 25.762082,  5.711159E-02,  1.072071E-01, -5.158650E+00, 1.000,  152
  0.000000, 25.762082,  5.735574E-02,  1.076450E-01, -5.450351E+00, 1.000,  116
  0.000000, 25.762082,  5.758510E-02,  1.047889E-01, -5.244884E+00, 1.000,  116
  0.000000, 25.762082,  8.660455E-02,  4.206541E-01, -1.910826E+01, 1.000,  108
  0.000000, 25.762082,  8.663908E-02,  4.210777E-01, -1.906409E+01, 1.000,  110
  0.000000, 25.762082,  8.884028E-02,  3.811861E-01, -8.951698E+00, 1.000,  108
  0.000000, 25.762082,  8.886182E-02,  3.856830E-01, -9.104080E+00, 1.000,  110
  0.000000, 25.762082,  9.568410E-02,  4.482830E-01, -1.777275E+01, 1.000,  122
  0.000000, 25.762082,  9.569842E-02,  4.467209E-01, -1.796815E+01, 1.000,  124
  0.000000, 26.096654,  5.725449E-02,  1.074846E-01, -5.147076E+00, 1.000,  152
  0.000000, 26.096654,  5.751200E-02,  1.077201E-01, -5.621064E+00, 1.000,  116
  0.000000, 26.096654,  5.774067E-02,  1.050468E-01, -5.391758E+00, 1.000,  116
  0.000000, 26.096654,  8.664116E-02,  4.220890E-01, -1.903762E+01, 1.000,  108
  0.000000, 26.096654,  8.667203E-02,  4.216778E-01, -1.868781E+01, 1.000,  108
  0.000000, 26.096654,  8.890098E-02,  3.815698E-01, -9.371609E+00, 1.000,  108
  0.000000, 26.096654,  8.892205E-02,  3.837479E-01, -9.488705E+00, 1.000,  108
  0.000000, 26.096654,  9.603367E-02,  4.504090E-01, -1.870527E+01, 1.000,  120
  0.000000, 26.096654,  9.605221E-02,  4.478204E-01, -1.896295E+01, 1.000,  120
  0.000000, 26.431227,  5.740015E-02,  1.077593E-01, -5.180806E+00, 1.000,  152
  0.000000, 26.431227,  5.766851E-02,  1.079715E-01, -5.655564E+00, 1.000,  116
  0.000000, 26.431227,  5.789794E-02,  1.053554E-01, -5.461302E+00, 1.000,  116
  0.000000, 26.431227,  8.667794E-02,  4.222856E-01, -1.869590E+01, 1.000,  108
  0.000000, 26.431227,  8.670136E-02,  4.240942E-01, -1.829969E+01, 1.000,  108
  0.000000, 26.431227,  8.896974E-02,  3.809336E-01, -9.991957E+00, 1.000,  108
  0.000000, 26.431227,  8.898442E-02,  3.830980E-01, -9.745049E+00, 1.000,  108
  0.000000, 26.431227,  9.639186E-02,  4.520582E-01, -1.891291E+01, 1.000,  120
  0.000000, 26.431227,  9.641361E-02,  4.490305E-01, -1.963885E+01, 1.000,  124
  0.000000, 26.765799,  5.755236E-02,  1.079822E-01, -5.229212E+00, 1.000,  152
  0.000000, 26.765799,  5.782847E-02,  1.082284E-01, -5.762619E+00, 1.000,  116
  0.000000, 26.765799,  5.805874E-02,  1.056085E-01, -5.566396E+00, 1.000,  116
  0.000000, 26.765799,  8.670997E-02,  4.222433E-01, -1.840790E+01, 1.000,  108
  0.000000, 26.765799,  8.672517E-02,  4.206440E-01, -1.789234E+01, 1.000,  108
  0.000000, 26.765799,  8.903397E-02,  3.804530E-01, -1.031751E+01, 1.000,  108
  0.000000, 26.765799,  8.905108E-02,  3.828008E-01, -9.824785E+00, 1.000,  108
  0.000000, 26.765799,  9.675101E-02,  4.532895E-01, -1.978739E+01, 1.000,  122
  0.000000, 26.765799,  9.677749E-02,  4.511437E-01, -2.015804E+01, 1.000,  124
  0.000000, 27.100372,  5.770328E-02,  1.082677E-01, -5.228468E+00, 1.000,  152
  0.000000, 27.100372,  5.799321E-02,  1.086014E-01, -5.699413E+00, 1.000,  116
  0.000000, 27.100372,  5.822460E-02,  1.058997E-01, -5.558121E+00, 1.000,  116
  0.000000, 27.100372,  8.673776E-02,  4.253399E-01, -1.765397E+01, 1.000,  108
  0.000000, 27.100372,  8.677646E-02,  4.212101E-01, -1.791305E+01, 1.000,  108
  0.000000, 27.100372,  8.909965E-02,  3.807714E-01, -1.067122E+01, 1.000,  108
  0.000000, 27.100372,  8.912410E-02,  3.828213E-01, -9.738360E+00, 1.000,  108
  0.000000, 27.100372,  9.712712E-02,  4.554028E-01, -2.111542E+01, 1.000,  118
  0.000000, 27.100372,  9.714367E-02,  4.528462E-01, -1.992488E+01, 1.000,  124
  0.000000, 27.434944,  5.785449E-02,  1.085564E-01, -5.303845E+00, 1.000,  152
  0.000000, 27.434944,  5.815478E-02,  1.088623E-01, -5.794368E+00, 1.000,  116
  0.000000, 27.434944,  5.838763E-02,  1.062171E-01, -5.661144E+00, 1.000,  116
  0.000000, 27.434944,  8.678319E-02,  4.240252E-01, -1.778163E+01, 1.000,  110
  0.000000, 27.434944,  8.679795E-02,  4.235660E-01, -1.717057E+01, 1.000,  110
  0.000000, 27.434944,  8.917633E-02,  3.814851E-01, -1.071154E+01, 1.000,  112
  0.000000, 27.434944,  8.919290E-02,  3.831549E-01, -1.128770E+01, 1.000,  108
  0.000000, 27.434944,  9.751227E-02,  4.558638E-01, -2.054719E+01, 1.000,  120
  0.000000, 27.434944,  9.753145E-02,  4.531176E-01, -2.141526E+01, 1.000,  124
  0.000000, 27.769517,  5.801349E-02,  1.088062E-01, -5.309057E+00, 1.000,  152
  0.000000, 27.769517,  5.832316E-02,  1.093409E-01, -5.708951E+00, 1.000,  116
  0.000000, 27.769517,  5.855733E-02,  1.065440E-01, -5.622180E+00, 1.000,  116
  0.000000, 27.769517,  8.673754E-02,  4.223782E-01, -1.642056E+01, 1.000,  122
  0.000000, 27.769517,  8.677735E-02,  4.229931E-01, -1.613040E+01, 1.000,  118
  0.000000, 27.769517,  8.924993E-02,  3.820469E-01, -1.097811E+01, 1.000,  112
  0.000000, 27.769517,  8.926626E-02,  3.837799E-01, -1.103582E+01, 1.000,  110
  0.000000, 27.769517,  9.789538E-02,  4.590191E-01, -2.141755E+01, 1.000,  120
  0.000000, 27.769517,  9.791045E-02,  4.563048E-01, -2.134697E+01, 1.000,  124
  0.000000, 28.104089,  5.816866E-02,  1.091125E-01, -5.319029E+00, 1.000,  152
  0.000000, 28.104089,  5.849637E-02,  1.096325E-01, -5.754097E+00, 1.000,  118
  0.000000, 28.104089,  5.873165E-02,  1.067977E-01, -5.676901E+00, 1.000,  118
  0.000000, 28.104089,  8.668519E-02,  4.243985E-01, -1.423200E+01, 1.000,  138
  0.000000, 28.104089,  8.669353E-02,  4.191057E-01, -1.396250E+01, 1.000,  144
  0.000000, 28.104089,  8.931997E-02,  3.831217E-01, -1.210877E+01, 1.000,  112
  0.000000, 28.104089,  8.934378E-02,  3.842846E-01, -1.170025E+01, 1.000,  110
  0.000000, 28.104089,  9.827406E-02,  4.606121E-01, -2.183603E+01, 1.000,  120
  0.000000, 28.104089,  9.829553E-02,  4.583421E-01, -2.270982E+01, 1.000,  124
  0.000000, 28.438662,  5.832852E-02,  1.093784E-01, -5.393416E+00, 1.000,  149
  0.000000, 28.438662,  5.866718E-02,  1.099216E-01, -5.744828E+00, 1.000,  118
  0.000000, 28.438662,  5.890445E-02,  1.071373E-01, -5.729417E+00, 1.000,  118
  0.000000, 28.438662,  8.658612E-02,  4.164381E-01, -1.189300E+01, 1.000,  176
  0.000000, 28.438662,  8.676488E-02,  4.248753E-01, -1.341206E+01, 1.000,  138
  0.000000, 28.438662,  8.938448E-02,  3.830174E-01, -1.119534E+01, 1.000,  113
  0.000000, 28.438662,  8.941160E-02,  3.844637E-01, -1.225385E+01, 1.000,  112
  0.000000, 28.438662,  9.867740E-02,  4.621823E-01, -2.416474E+01, 1.000,  118
  0.000000, 28.438662,  9.870436E-02,  4.602455E-01, -2.274577E+01, 1.000,  124
  0.000000, 28.773234,  5.849881E-02,  1.096695E-01, -5.420842E+00, 1.000,  147
  0.000000, 28.773234,  5.884236E-02,  1.103616E-01, -5.812837E+00, 1.000,  120
  0.000000, 28.773234,  5.908062E-02,  1.073030E-01, -5.777323E+00, 1.000,  120
  0.000000, 28.773234,  8.662422E-02,  4.161351E-01, -1.137684E+01, 1.000,  192
  0.000000, 28.773234,  8.670728E-02,  4.152048E-01, -1.230632E+01, 1.000,  172
  0.000000, 28.773234,  8.947110E-02,  3.829045E-01, -1.222184E+01, 1.000,  116
  0.000000, 28.773234,  8.948519E-02,  3.853533E-01, -1.179724E+01, 1.000,  114
  0.000000, 28.773234,  9.908187E-02,  4.640139E-01, -2.313793E+01, 1.000,  118
  0.000000, 28.773234,  9.910213E-02,  4.616598E-01, -2.311205E+01, 1.000,  124
  0.000000, 29.107807,  5.866445E-02,  1.100069E-01, -5.401081E+00, 1.000,  147
  0.000000, 29.107807,  5.902461E-02,  1.105275E-01, -6.030754E+00, 1.000,  122
  0.000000, 29.107807,  5.926249E-02,  1.076965E-01, -5.929087E+00, 1.000,  122
  0.000000, 29.107807,  8.663731E-02,  4.174030E-01, -1.016709E+01, 1.000,  226
  0.000000, 29.107807,  8.671762E-02,  4.150525E-01, -1.096124E+01, 1.000,  198
  0.000000, 29.107807,  8.952315E-02,  3.847762E-01, -1.128547E+01, 1.000,  116
  0.000000, 29.107807,  8.955879E-02,  3.860215E-01, -1.238822E+01, 1.000,  114
  0.000000, 29.107807,  9.949798E-02,  4.653880E-01, -2.405112E+01, 1.000,  118
  0.000000, 29.107807,  9.951200E-02,  4.631364E-01, -2.384731E+01, 1.000,  122
  0.000000, 29.442379,  5.883393E-02,  1.102803E-01, -5.459369E+00, 1.000,  147
  0.000000, 29.442379,  5.920521E-02,  1.108801E-01, -6.027169E+00, 1.000,  122
  0.000000, 29.442379,  5.944424E-02,  1.079387E-01, -5.957856E+00, 1.000,  122
  0.000000, 29.442379,  8.668072E-02,  4.158642E-01, -9.490249E+00, 1.000,  242
  0.000000, 29.442379,  8.672517E-02,  4.141749E-01, -9.772026E+00, 1.000,  240
  0.000000, 29.442379,  8.960619E-02,  3.846373E-01, -1.180038E+01, 1.000,  116
  0.000000, 29.442379,  8.962838E-02,  3.861671E-01, -1.205116E+01, 1.000,  116
  0.000000, 29.442379,  9.991827E-02,  4.693883E-01, -2.499735E+01, 1.000,  118
  0.000000, 29.442379,  9.993212E-02,  4.655038E-01, -2.482290E+01, 1.000,  122
  0.000000, 29.776952,  5.900985E-02,  1.105714E-01, -5.512367E+00, 1.000,  147
  0.000000, 29.776952,  5.938738E-02,  1.111723E-01, -6.101280E+00, 1.000,  120
  0.000000, 29.776952,  5.962811E-02,  1.082049E-01, -6.049800E+00, 1.000,  120
  0.000000, 29.776952,  8.672034E-02,  4.148651E-01, -8.956651E+00, 1.000,  270
  0.000000, 29.776952,  8.678114E-02,  4.142840E-01, -9.817568E+00, 1.000,  240
  0.000000, 29.776952,  8.968692E-02,  3.843718E-01, -1.244561E+01, 1.000,  116
  0.000000, 29.776952,  8.970669E-02,  3.866542E-01, -1.303807E+01, 1.000,  116
  0.000000, 29.776952,  1.003598E-01,  4.697584E-01, -2.585825E+01, 1.000,  120
  0.000000, 29.776952,  1.003656E-01,  4.678981E-01, -2.633472E+01, 1.000,  122
  0.000000, 30.111524,  5.918145E-02,  1.109282E-01, -5.521454E+00, 1.000,  152
  0.000000, 30.111524,  5.957842E-02,  1.116112E-01, -6.140413E+00, 1.000,  120
  0.000000, 30.111524,  5.982021E-02,  1.086160E-01, -6.099161E+00, 1.000,  120
  0.000000, 30.111524,  8.679304E-02,  4.152149E-01, -8.764867E+00, 1.000,  276
  0.000000, 30.111524,  8.683655E-02,  4.142145E-01, -8.554796E+00, 1.000,  272
  0.000000, 30.111524,  8.975439E-02,  3.854867E-01, -1.218618E+01, 1.000,  116
  0.000000, 30.111524,  8.977482E-02,  3.872793E-01, -1.209237E+01, 1.000,  114
  0.000000, 30.111524,  1.007732E-01,  4.727792E-01, -2.620775E+01, 1.000,  120
  0.000000, 30.111524,  1.007877E-01,  4.684823E-01, -2.580994E+01, 1.000,  124
  0.000000, 30.446097,  5.935635E-02,  1.113747E-01, -5.487601E+00, 1.000,  149
  0.000000, 30.446097,  5.976641E-02,  1.123244E-01, -6.057177E+00, 1.000,  118
  0.000000, 30.446097,  6.000916E-02,  1.091099E-01, -5.975963E+00, 1.000,  118
  0.000000, 30.446097,  8.687117E-02,  4.157743E-01, -8.432673E+00, 1.000,  280
  0.000000, 30.446097,  8.691464E-02,  4.136229E-01, -8.531979E+00, 1.000,  266
  0.000000, 30.446097,  8.984814E-02,  3.856522E-01, -1.222316E+01, 1.000,  116
  0.000000, 30.446097,  8.986118E-02,  3.869477E-01, -1.223663E+01, 1.000,  114
  0.000000, 30.446097,  1.011821E-01,  4.743712E-01, -2.641838E+01, 1.000,  120
  0.000000, 30.446097,  1.011901E-01,  4.726537E-01, -2.593156E+01, 1.000,  124
  0.000000, 30.780669,  5.953678E-02,  1.117963E-01, -5.464996E+00, 1.000,  146
  0.000000, 30.780669,  5.996164E-02,  1.127818E-01, -6.226095E+00, 1.000,  118
  0.000000, 30.780669,  6.020231E-02,  1.094978E-01, -5.980524E+00, 1.000,  118
  0.000000, 30.780669,  8.693272E-02,  4.114607E-01, -9.039168E+00, 1.000,  318
  0.000000, 30.780669,  8.697839E-02,  4.107855E-01, -9.466491E+00, 1.000,  312
  0.000000, 30.780669,  8.991974E-02,  3.843968E-01, -1.096318E+01, 1.000,  116
  0.000000, 30.780669,  8.992611E-02,  3.854697E-01, -1.107065E+01, 1.000,  114
  0.000000, 30.780669,  1.016519E-01,  4.720128E-01, -2.668471E+01, 1.000,  122
  0.000000, 30.780669,  1.016552E-01,  4.763488E-01, -2.795802E+01, 1.000,  120
  0.000000, 31.115242,  5.972232E-02,  1.118530E-01, -5.650090E+00, 1.000,  146
  0.000000, 31.115242,  6.016214E-02,  1.126692E-01, -6.343553E+00, 1.000,  120
  0.000000, 31.115242,  6.040703E-02,  1.095755E-01, -6.293852E+00, 1.000,  120
  0.000000, 31.115242,  8.700116E-02,  4.140374E-01, -7.869346E+00, 1.000,  316
  0.000000, 31.115242,  8.704164E-02,  4.113416E-01, -8.207625E+00, 1.000,  306
  0.000000, 31.115242,  8.996749E-02,  3.853477E-01, -1.165615E+01, 1.000,  116
  0.000000, 31.115242,  8.999665E-02,  3.869907E-01, -1.198372E+01, 1.000,  114
  0.000000, 31.115242,  1.021039E-01,  4.772438E-01, -2.764911E+01, 1.000,  120
  0.000000, 31.115242,  1.021267E-01,  4.746278E-01, -2.849914E+01, 1.000,  122
  0.000000, 31.449814,  5.991169E-02,  1.122330E-01, -5.698422E+00, 1.000,  146
  0.000000, 31.449814,  6.036094E-02,  1.129438E-01, -6.418861E+00, 1.000,  120
  0.000000, 31.449814,  6.060742E-02,  1.099701E-01, -6.375939E+00, 1.000,  120
  0.000000, 31.449814,  8.707810E-02,  4.131621E-01, -7.799782E+00, 1.000,  324
  0.000000, 31.449814,  8.711770E-02,  4.116282E-01, -8.226669E+00, 1.000,  318
  0.000000, 31.449814,  9.004713E-02,  3.853315E-01, -1.142603E+01, 1.000,  115
  0.000000, 31.449814,  9.007506E-02,  3.877965E-01, -1.152679E+01, 1.000,  114
  0.000000, 31.449814,  1.025644E-01,  4.773905E-01, -2.874267E+01, 1.000,  118
  0.000000, 31.449814,  1.025678E-01,  4.804331E-01, -2.937968E+01, 1.000,  120
  0.000000, 31.784387,  6.010075E-02,  1.125036E-01, -5.741209E+00, 1.000,  146
  0.000000, 31.784387,  6.056433E-02,  1.133150E-01, -6.530176E+00, 1.000,  120
  0.000000, 31.784387,  6.081183E-02,  1.103065E-01, -6.479814E+00, 1.000,  120
  0.000000, 31.784387,  8.714564E-02,  4.142069E-01, -7.650554E+00, 1.000,  342
  0.000000, 31.784387,  8.718519E-02,  4.124287E-01, -7.404412E+00, 1.000,  340
  0.000000, 31.784387,  9.013754E-02,  3.861804E-01, -1.159992E+01, 1.000,  114
  0.000000, 31.784387,  9.014625E-02,  3.889347E-01, -1.136151E+01, 1.000,  114
  0.000000, 31.784387,  1.030326E-01,  4.818218E-01, -3.024442E+01, 1.000,  120
  0.000000, 31.784387,  1.030443E-01,  4.787895E-01, -2.929569E+01, 1.000,  120
