Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
  0.000000,  0.334572,  8.941150E-02,  8.620944E-01,  6.450223E+01,-1.000,   38
  0.000000,  0.334572,  9.011980E-02,  8.530354E-01,  5.032863E+01,-1.000,   31
  0.000000,  0.334572,  9.162811E-02,  9.317197E-01,  1.539174E+02,-1.000,   43
  0.000000,  0.334572,  9.164636E-02,  1.004151E+00,  2.053738E+02,-1.000,   46
  0.000000,  0.334572,  9.177775E-02,  8.873044E-01,  1.345106E+02,-1.000,   48
  0.000000,  0.334572,  9.186511E-02,  8.985341E-01,  1.310690E+02,-1.000,   46
  0.000000,  0.334572,  1.046473E-01,  3.833733E-01, -6.262625E+00,-1.000,  110
  0.000000,  0.334572,  1.046633E-01,  3.825812E-01, -6.230147E+00,-1.000,  102
  0.000000,  0.334572,  1.067251E-01,  3.357393E-01, -3.988124E+00,-1.000,   98
  0.000000,  0.334572,  1.067532E-01,  3.359540E-01, -4.003808E+00,-1.000,   98
  0.000000,  0.334572,  1.069992E-01,  3.263443E-01, -4.224062E+00,-1.000,  110
  0.000000,  0.334572,  1.070218E-01,  3.302968E-01, -3.985589E+00,-1.000,  102
  0.000000,  0.334572,  4.694830E-01,  1.903568E+00,  4.341393E+01,-1.000,  116
  0.000000,  0.334572,  4.698986E-01,  1.927531E+00,  4.313351E+01,-1.000,  134
  0.000000,  0.334572,  4.699137E-01,  1.933956E+00,  3.398372E+01,-1.000,   94
  0.000000,  0.334572,  4.701717E-01,  1.917073E+00,  3.925103E+01,-1.000,   27
  0.000000,  0.334572,  4.701992E-01,  1.934528E+00,  5.911492E+01,-1.000,   38
  0.000000,  0.334572,  4.703070E-01,  1.943786E+00,  3.084993E+01,-1.000,  108
  0.000000,  0.334572,  8.640230E-01,  7.488464E-01,  1.797450E+01, 1.000,  112
  0.000000,  0.334572,  8.640650E-01,  7.502754E-01,  1.797644E+01, 1.000,  112
  0.000000,  0.334572,  1.198108E+00,  3.991246E-01,  5.361643E+01, 1.000,   98
  0.000000,  0.334572,  1.348879E+00,  8.630849E-01,  1.428162E+01,-1.000,  112
  0.000000,  0.334572,  1.348919E+00,  8.614874E-01,  1.426621E+01,-1.000,  112
  0.000000,  0.334572,  1.364924E+00,  9.627648E-01, -1.137085E+04,-1.000,    2
  0.000000,  0.334572,  1.369818E+00,  9.935375E-01, -1.147060E+04,-1.000,   94
  0.000000,  0.334572,  1.372356E+00,  1.004980E+00, -1.151690E+04,-1.000,  112
  0.000000,  0.334572,  1.373395E+00,  1.012973E+00, -1.154376E+04,-1.000,  101
  0.000000,  0.334572,  1.374747E+00,  1.014222E+00, -1.156492E+04,-1.000,   99
  0.000000,  0.334572,  1.375245E+00,  1.019667E+00, -1.158308E+04,-1.000,   18
  0.000000,  0.334572,  1.825680E+00,  2.080963E+00, -1.834887E+04,-1.000,   35
  0.000000,  0.334572,  1.826893E+00,  2.078671E+00, -1.862927E+04,-1.000,   51
  0.000000,  0.334572,  1.830714E+00,  2.137116E+00, -1.893030E+04,-1.000,   15
  0.000000,  0.334572,  1.831406E+00,  2.123690E+00, -1.932158E+04,-1.000,   16
  0.000000,  0.334572,  2.028908E+00,  4.334591E-01, -2.303703E+01, 1.000,   80
  0.000000,  0.334572,  8.637697E+00,  1.277072E+00,  2.692524E+01,-1.000,   36
  0.000000,  0.334572,  9.160694E+00,  2.286471E+00,  4.086958E+01,-1.000,   45
  0.000000,  0.334572,  9.182424E+00,  2.019289E+00, -5.305620E+01,-1.000,   32
  0.000000,  0.334572,  9.182426E+00,  2.017671E+00, -5.358801E+01,-1.000,   36
  0.000000,  0.669145,  7.630573E-02,  5.797996E-01,  6.298512E+01,-1.000,   55
  0.000000,  0.669145,  7.646760E-02,  5.801086E-01,  6.143860E+01,-1.000,   69
  0.000000,  0.669145,  7.658711E-02,  5.820784E-01,  6.011736E+01,-1.000,   43
  0.000000,  0.669145,  7.678669E-02,  5.801035E-01,  5.663944E+01,-1.000,   43
  0.000000,  0.669145,  8.904972E-02,  1.116718E+00,  3.840847E+01,-1.000,   33
  0.000000,  0.669145,  8.934596E-02,  1.365258E+00,  3.695949E+01,-1.000,   20
  0.000000,  0.669145,  8.958267E-02,  8.583220E-01,  8.798548E+01,-1.000,   66
  0.000000,  0.669145,  9.040430E-02,  8.484006E-01,  7.272387E+01,-1.000,   62
  0.000000,  0.669145,  9.186056E-02,  9.141017E-01,  1.428194E+02,-1.000,   55
  0.000000,  0.669145,  9.188336E-02,  8.834444E-01,  1.307740E+02,-1.000,   64
  0.000000,  0.669145,  9.197628E-02,  9.241768E-01,  1.264516E+02,-1.000,   46
  0.000000,  0.669145,  9.199295E-02,  9.271369E-01,  1.302510E+02,-1.000,   45
  0.000000,  0.669145,  1.046558E-01,  3.830340E-01, -6.285403E+00,-1.000,  104
  0.000000,  0.669145,  1.046678E-01,  3.831972E-01, -6.289245E+00,-1.000,  112
  0.000000,  0.669145,  1.067311E-01,  3.356491E-01, -4.021219E+00,-1.000,  100
  0.000000,  0.669145,  1.067593E-01,  3.354666E-01, -4.028917E+00,-1.000,  100
  0.000000,  0.669145,  1.070100E-01,  3.246952E-01, -4.056957E+00,-1.000,  104
  0.000000,  0.669145,  1.070104E-01,  3.284199E-01, -4.114065E+00,-1.000,  112
  0.000000,  0.669145,  4.693228E-01,  1.886953E+00,  4.608609E+01,-1.000,   39
  0.000000,  0.669145,  4.693410E-01,  1.896794E+00,  4.667049E+01,-1.000,   70
  0.000000,  0.669145,  4.698927E-01,  1.924820E+00,  4.181261E+01,-1.000,  126
  0.000000,  0.669145,  4.702131E-01,  1.940353E+00,  3.653619E+01,-1.000,  133
  0.000000,  0.669145,  4.705353E-01,  1.954798E+00,  3.451205E+01,-1.000,  136
  0.000000,  0.669145,  4.708783E-01,  1.932175E+00,  7.770012E+01,-1.000,   14
  0.000000,  0.669145,  8.640829E-01,  7.484986E-01,  1.798282E+01, 1.000,  112
  0.000000,  0.669145,  8.641245E-01,  7.501431E-01,  1.799175E+01, 1.000,  112
  0.000000,  0.669145,  1.198222E+00,  3.991682E-01,  5.349110E+01, 1.000,  100
  0.000000,  0.669145,  1.348968E+00,  8.636490E-01,  1.430238E+01,-1.000,  112
  0.000000,  0.669145,  1.349008E+00,  8.607826E-01,  1.428266E+01,-1.000,  112
  0.000000,  0.669145,  1.367769E+00,  9.953793E-01, -1.143149E+04,-1.000,   62
  0.000000,  0.669145,  1.372159E+00,  1.006560E+00, -1.152131E+04,-1.000,  102
  0.000000,  0.669145,  1.372574E+00,  1.005495E+00, -1.152845E+04,-1.000,   50
  0.000000,  0.669145,  1.373377E+00,  1.006516E+00, -1.153298E+04,-1.000,  112
  0.000000,  0.669145,  1.374031E+00,  1.003004E+00, -1.154758E+04,-1.000,   79
  0.000000,  0.669145,  1.380664E+00,  1.041265E+00, -1.167551E+04,-1.000,   19
  0.000000,  0.669145,  1.820931E+00,  2.022791E+00, -1.787538E+04,-1.000,   33
  0.000000,  0.669145,  1.822550E+00,  2.028206E+00, -1.822556E+04,-1.000,   57
  0.000000,  0.669145,  1.829792E+00,  2.115211E+00, -1.898545E+04,-1.000,   12
  0.000000,  0.669145,  1.831475E+00,  2.117619E+00, -1.931383E+04,-1.000,   16
  0.000000,  0.669145,  2.028974E+00,  4.334552E-01, -2.304120E+01, 1.000,   80
  0.000000,  0.669145,  8.638321E+00,  1.277095E+00,  2.730404E+01,-1.000,   40
  0.000000,  0.669145,  9.161584E+00,  2.285481E+00,  3.619457E+01,-1.000,   40
  0.000000,  0.669145,  9.182513E+00,  2.022843E+00, -5.185704E+01,-1.000,   34
  0.000000,  0.669145,  9.182525E+00,  2.019467E+00, -5.152889E+01,-1.000,   40
  0.000000,  1.003717,  7.633020E-02,  5.796500E-01,  6.270156E+01,-1.000,   53
  0.000000,  1.003717,  7.644766E-02,  5.797717E-01,  6.096768E+01,-1.000,   70
  0.000000,  1.003717,  7.664774E-02,  5.831417E-01,  5.887074E+01,-1.000,   36
  0.000000,  1.003717,  7.685522E-02,  5.813660E-01,  5.327785E+01,-1.000,   21
  0.000000,  1.003717,  8.973903E-02,  9.180164E-01,  3.361971E+01,-1.000,   26
  0.000000,  1.003717,  8.981375E-02,  8.584531E-01,  1.133877E+02,-1.000,   85
  0.000000,  1.003717,  9.019141E-02,  8.709116E-01,  2.778416E+01,-1.000,   13
  0.000000,  1.003717,  9.064094E-02,  8.442978E-01,  9.618623E+01,-1.000,   88
  0.000000,  1.003717,  9.185815E-02,  1.018417E+00,  1.134921E+02,-1.000,   59
  0.000000,  1.003717,  9.196717E-02,  9.054909E-01,  1.363183E+02,-1.000,   66
  0.000000,  1.003717,  9.200659E-02,  1.008207E+00,  1.741984E+02,-1.000,   50
  0.000000,  1.003717,  9.204248E-02,  8.906198E-01,  1.255379E+02,-1.000,   75
  0.000000,  1.003717,  1.046648E-01,  3.821835E-01, -6.302092E+00,-1.000,  108
  0.000000,  1.003717,  1.046724E-01,  3.832624E-01, -6.263457E+00,-1.000,  114
  0.000000,  1.003717,  1.067410E-01,  3.358046E-01, -4.080698E+00,-1.000,  104
  0.000000,  1.003717,  1.067697E-01,  3.357711E-01, -4.085342E+00,-1.000,  104
  0.000000,  1.003717,  1.070237E-01,  3.283996E-01, -4.116408E+00,-1.000,  114
  0.000000,  1.003717,  1.070393E-01,  3.278832E-01, -4.035292E+00,-1.000,  108
  0.000000,  1.003717,  4.690724E-01,  1.863228E+00,  5.632529E+01,-1.000,   28
  0.000000,  1.003717,  4.692699E-01,  1.887016E+00,  4.472469E+01,-1.000,   79
  0.000000,  1.003717,  4.698988E-01,  1.917634E+00,  4.105348E+01,-1.000,  134
  0.000000,  1.003717,  4.705235E-01,  1.952529E+00,  3.599113E+01,-1.000,  142
  0.000000,  1.003717,  4.708015E-01,  1.960981E+00,  5.441149E+01,-1.000,   52
  0.000000,  1.003717,  4.708181E-01,  1.952684E+00,  2.729295E+01,-1.000,  108
  0.000000,  1.003717,  8.641758E-01,  7.493255E-01,  1.801249E+01, 1.000,  112
  0.000000,  1.003717,  8.642173E-01,  7.514102E-01,  1.802450E+01, 1.000,  112
  0.000000,  1.003717,  1.198412E+00,  3.992478E-01,  5.327959E+01, 1.000,  104
  0.000000,  1.003717,  1.349119E+00,  8.644798E-01,  1.431409E+01,-1.000,  112
  0.000000,  1.003717,  1.349162E+00,  8.606743E-01,  1.430114E+01,-1.000,  112
  0.000000,  1.003717,  1.369339E+00,  9.961820E-01, -1.146319E+04,-1.000,  109
  0.000000,  1.003717,  1.371924E+00,  1.008223E+00, -1.151618E+04,-1.000,  106
  0.000000,  1.003717,  1.372742E+00,  9.965171E-01, -1.151610E+04,-1.000,   41
  0.000000,  1.003717,  1.374123E+00,  1.006744E+00, -1.154388E+04,-1.000,  112
  0.000000,  1.003717,  1.375358E+00,  1.014397E+00, -1.157851E+04,-1.000,    3
  0.000000,  1.003717,  1.379177E+00,  1.032281E+00, -1.164363E+04,-1.000,   56
  0.000000,  1.003717,  1.818495E+00,  2.009281E+00, -1.784778E+04,-1.000,   41
  0.000000,  1.003717,  1.818831E+00,  1.989426E+00, -1.807951E+04,-1.000,   62
  0.000000,  1.003717,  1.830977E+00,  2.142735E+00, -1.904183E+04,-1.000,   37
  0.000000,  1.003717,  1.831277E+00,  2.123278E+00, -1.927770E+04,-1.000,   45
  0.000000,  1.003717,  2.029090E+00,  4.335035E-01, -2.304995E+01, 1.000,   79
  0.000000,  1.003717,  8.639351E+00,  1.277462E+00,  2.798911E+01,-1.000,   44
  0.000000,  1.003717,  9.162995E+00,  2.285882E+00,  3.115926E+01,-1.000,   41
  0.000000,  1.003717,  9.182680E+00,  2.018895E+00, -5.013765E+01,-1.000,   44
  0.000000,  1.003717,  9.182687E+00,  2.025965E+00, -4.904133E+01,-1.000,   38
  0.000000,  1.338290,  7.634816E-02,  5.830314E-01,  6.213432E+01,-1.000,   59
  0.000000,  1.338290,  7.636623E-02,  5.767949E-01,  5.799040E+01,-1.000,   48
  0.000000,  1.338290,  7.671106E-02,  5.822507E-01,  5.745886E+01,-1.000,   21
  0.000000,  1.338290,  7.696268E-02,  5.786953E-01,  4.752429E+01,-1.000,   19
  0.000000,  1.338290,  9.010585E-02,  9.589429E-01,  2.302930E+01,-1.000,   32
  0.000000,  1.338290,  9.014597E-02,  8.342994E-01,  1.173388E+02,-1.000,   79
  0.000000,  1.338290,  9.067359E-02,  8.763815E-01,  2.461938E+01,-1.000,   19
  0.000000,  1.338290,  9.096478E-02,  8.173099E-01,  1.022511E+02,-1.000,   92
  0.000000,  1.338290,  9.205712E-02,  1.001387E+00,  9.142494E+01,-1.000,   65
  0.000000,  1.338290,  9.212540E-02,  8.725539E-01,  1.349600E+02,-1.000,   77
  0.000000,  1.338290,  9.214085E-02,  8.836419E-01,  1.300795E+02,-1.000,   79
  0.000000,  1.338290,  9.225695E-02,  9.783926E-01,  8.253241E+01,-1.000,   56
  0.000000,  1.338290,  1.046813E-01,  3.822549E-01, -6.282779E+00,-1.000,  116
  0.000000,  1.338290,  1.046827E-01,  3.829421E-01, -6.306302E+00,-1.000,  110
  0.000000,  1.338290,  1.067551E-01,  3.357835E-01, -4.144724E+00,-1.000,  104
  0.000000,  1.338290,  1.067842E-01,  3.358068E-01, -4.159068E+00,-1.000,  104
  0.000000,  1.338290,  1.070319E-01,  3.268002E-01, -4.147219E+00,-1.000,  116
  0.000000,  1.338290,  1.070473E-01,  3.300783E-01, -4.057144E+00,-1.000,  110
  0.000000,  1.338290,  4.693367E-01,  1.867875E+00,  4.733309E+01,-1.000,   36
  0.000000,  1.338290,  4.693679E-01,  1.884601E+00,  4.407556E+01,-1.000,   77
  0.000000,  1.338290,  4.697979E-01,  1.906788E+00,  4.437015E+01,-1.000,  128
  0.000000,  1.338290,  4.709009E-01,  1.960816E+00,  3.468670E+01,-1.000,  152
  0.000000,  1.338290,  4.711255E-01,  1.963607E+00,  2.769079E+01,-1.000,  138
  0.000000,  1.338290,  4.711898E-01,  1.944778E+00,  6.942698E+01,-1.000,   30
  0.000000,  1.338290,  8.643062E-01,  7.483791E-01,  1.802432E+01, 1.000,  112
  0.000000,  1.338290,  8.643506E-01,  7.507753E-01,  1.804075E+01, 1.000,  112
  0.000000,  1.338290,  1.198675E+00,  3.993259E-01,  5.299775E+01, 1.000,  104
  0.000000,  1.338290,  1.349336E+00,  8.647976E-01,  1.433958E+01,-1.000,  112
  0.000000,  1.338290,  1.349379E+00,  8.622110E-01,  1.431593E+01,-1.000,  112
  0.000000,  1.338290,  1.367744E+00,  9.903867E-01, -1.142950E+04,-1.000,   88
  0.000000,  1.338290,  1.370266E+00,  9.789399E-01, -1.146216E+04,-1.000,    6
  0.000000,  1.338290,  1.371045E+00,  1.002349E+00, -1.150011E+04,-1.000,  110
  0.000000,  1.338290,  1.373181E+00,  1.007137E+00, -1.153966E+04,-1.000,   24
  0.000000,  1.338290,  1.375315E+00,  1.017581E+00, -1.156111E+04,-1.000,  112
  0.000000,  1.338290,  1.378409E+00,  1.026443E+00, -1.162094E+04,-1.000,   85
  0.000000,  1.338290,  1.813200E+00,  1.947326E+00, -1.760913E+04,-1.000,   47
  0.000000,  1.338290,  1.814598E+00,  1.949264E+00, -1.779664E+04,-1.000,   68
  0.000000,  1.338290,  1.829409E+00,  2.145214E+00, -1.904870E+04,-1.000,   58
  0.000000,  1.338290,  1.830035E+00,  2.136238E+00, -1.916215E+04,-1.000,   78
  0.000000,  1.338290,  2.029246E+00,  4.335429E-01, -2.306359E+01, 1.000,   78
  0.000000,  1.338290,  8.640805E+00,  1.278261E+00,  2.875934E+01,-1.000,   44
  0.000000,  1.338290,  9.164856E+00,  2.283405E+00,  2.710603E+01,-1.000,   45
  0.000000,  1.338290,  9.182938E+00,  2.027487E+00, -4.655521E+01,-1.000,   38
  0.000000,  1.338290,  9.182960E+00,  2.031038E+00, -4.581597E+01,-1.000,   44
  0.000000,  1.672862,  7.635481E-02,  5.835545E-01,  5.486711E+01,-1.000,   38
  0.000000,  1.672862,  7.644500E-02,  5.815609E-01,  5.733276E+01,-1.000,   50
  0.000000,  1.672862,  7.695737E-02,  5.801396E-01,  4.531363E+01,-1.000,   22
  0.000000,  1.672862,  7.699294E-02,  5.812453E-01,  4.615075E+01,-1.000,   14
  0.000000,  1.672862,  9.034072E-02,  9.696078E-01,  2.366343E+01,-1.000,   50
  0.000000,  1.672862,  9.047045E-02,  8.143944E-01,  1.208220E+02,-1.000,   80
  0.000000,  1.672862,  9.083526E-02,  8.939743E-01,  2.416795E+01,-1.000,   33
  0.000000,  1.672862,  9.124387E-02,  7.890797E-01,  1.019956E+02,-1.000,   89
  0.000000,  1.672862,  9.231426E-02,  8.701448E-01,  1.285841E+02,-1.000,  100
  0.000000,  1.672862,  9.233494E-02,  8.750076E-01,  1.291107E+02,-1.000,   77
  0.000000,  1.672862,  9.234160E-02,  9.251351E-01,  8.489832E+01,-1.000,   56
  0.000000,  1.672862,  9.240839E-02,  9.210703E-01,  9.220463E+01,-1.000,   49
  0.000000,  1.672862,  1.047001E-01,  3.819564E-01, -6.313071E+00,-1.000,  110
  0.000000,  1.672862,  1.047069E-01,  3.821521E-01, -6.312481E+00,-1.000,  116
  0.000000,  1.672862,  1.067737E-01,  3.360439E-01, -4.236575E+00,-1.000,  106
  0.000000,  1.672862,  1.068028E-01,  3.357347E-01, -4.253672E+00,-1.000,  106
  0.000000,  1.672862,  1.070605E-01,  3.268504E-01, -4.155706E+00,-1.000,  116
  0.000000,  1.672862,  1.070701E-01,  3.282672E-01, -4.120344E+00,-1.000,  110
  0.000000,  1.672862,  4.694200E-01,  1.875152E+00,  4.409386E+01,-1.000,   92
  0.000000,  1.672862,  4.694845E-01,  1.852910E+00,  5.492719E+01,-1.000,   25
  0.000000,  1.672862,  4.698397E-01,  1.898598E+00,  4.667986E+01,-1.000,  124
  0.000000,  1.672862,  4.711204E-01,  1.966408E+00,  3.537428E+01,-1.000,  141
  0.000000,  1.672862,  4.714259E-01,  1.966899E+00,  3.209300E+01,-1.000,  163
  0.000000,  1.672862,  4.717501E-01,  1.922342E+00,  7.982509E+01,-1.000,   11
  0.000000,  1.672862,  8.644756E-01,  7.491485E-01,  1.807576E+01, 1.000,  112
  0.000000,  1.672862,  8.645192E-01,  7.511500E-01,  1.809153E+01, 1.000,  112
  0.000000,  1.672862,  1.199012E+00,  3.994287E-01,  5.266111E+01, 1.000,  106
  0.000000,  1.672862,  1.349612E+00,  8.645340E-01,  1.435751E+01,-1.000,  112
  0.000000,  1.672862,  1.349651E+00,  8.628161E-01,  1.434891E+01,-1.000,  112
  0.000000,  1.672862,  1.368411E+00,  9.887071E-01, -1.144193E+04,-1.000,  112
  0.000000,  1.672862,  1.370497E+00,  9.977069E-01, -1.148557E+04,-1.000,  110
  0.000000,  1.672862,  1.375146E+00,  1.003133E+00, -1.155298E+04,-1.000,   32
  0.000000,  1.672862,  1.376060E+00,  1.012664E+00, -1.156915E+04,-1.000,  112
  0.000000,  1.672862,  1.381170E+00,  1.034695E+00, -1.166825E+04,-1.000,   60
  0.000000,  1.672862,  1.810558E+00,  1.931496E+00, -1.760456E+04,-1.000,   54
  0.000000,  1.672862,  1.811182E+00,  1.917196E+00, -1.764769E+04,-1.000,   78
  0.000000,  1.672862,  1.826408E+00,  2.110039E+00, -1.878417E+04,-1.000,   87
  0.000000,  1.672862,  1.826485E+00,  2.153764E+00, -1.867938E+04,-1.000,   70
  0.000000,  1.672862,  2.029451E+00,  4.335988E-01, -2.308088E+01, 1.000,   77
  0.000000,  1.672862,  8.642676E+00,  1.279080E+00,  2.916256E+01,-1.000,   44
  0.000000,  1.672862,  9.167177E+00,  2.280187E+00,  2.333575E+01,-1.000,   47
  0.000000,  1.672862,  9.183291E+00,  2.028775E+00, -4.289169E+01,-1.000,   40
  0.000000,  1.672862,  9.183324E+00,  2.029268E+00, -4.283954E+01,-1.000,   45
  0.000000,  2.007435,  7.644357E-02,  5.838481E-01,  5.412732E+01,-1.000,   49
  0.000000,  2.007435,  7.649791E-02,  5.841947E-01,  5.159221E+01,-1.000,   32
  0.000000,  2.007435,  7.710808E-02,  5.832992E-01,  4.331618E+01,-1.000,   14
  0.000000,  2.007435,  7.720921E-02,  5.739136E-01,  4.031986E+01,-1.000,    9
  0.000000,  2.007435,  9.074991E-02,  9.894287E-01,  1.504631E+01,-1.000,   65
  0.000000,  2.007435,  9.080437E-02,  7.881041E-01,  1.144032E+02,-1.000,   75
  0.000000,  2.007435,  9.118590E-02,  9.805750E-01,  7.397526E+00,-1.000,   49
  0.000000,  2.007435,  9.149381E-02,  7.671981E-01,  1.058979E+02,-1.000,   85
  0.000000,  2.007435,  9.255553E-02,  8.733075E-01,  1.309524E+02,-1.000,   92
  0.000000,  2.007435,  9.257338E-02,  8.460916E-01,  1.234502E+02,-1.000,   97
  0.000000,  2.007435,  9.307603E-02,  9.784611E-01,  6.765173E+01,-1.000,   60
  0.000000,  2.007435,  9.328278E-02,  1.022960E+00,  5.076521E+01,-1.000,   63
  0.000000,  2.007435,  9.773269E-02,  1.671024E+00, -7.902397E+01,-1.000,    1
  0.000000,  2.007435,  1.047166E-01,  3.830551E-01, -6.349454E+00,-1.000,  118
  0.000000,  2.007435,  1.047180E-01,  3.824022E-01, -6.325599E+00,-1.000,  110
  0.000000,  2.007435,  1.067967E-01,  3.361873E-01, -4.346194E+00,-1.000,  106
  0.000000,  2.007435,  1.068252E-01,  3.362417E-01, -4.358622E+00,-1.000,  106
  0.000000,  2.007435,  1.070731E-01,  3.281408E-01, -4.248827E+00,-1.000,  118
  0.000000,  2.007435,  1.070925E-01,  3.264170E-01, -4.220141E+00,-1.000,  110
  0.000000,  2.007435,  4.694964E-01,  1.867992E+00,  4.635634E+01,-1.000,   85
  0.000000,  2.007435,  4.696777E-01,  1.864740E+00,  4.589891E+01,-1.000,   33
  0.000000,  2.007435,  4.698967E-01,  1.890959E+00,  4.736050E+01,-1.000,  120
  0.000000,  2.007435,  4.716970E-01,  1.977525E+00,  1.037621E+02,-1.000,  163
  0.000000,  2.007435,  4.717344E-01,  1.968609E+00,  2.875137E+01,-1.000,  124
  0.000000,  2.007435,  4.719136E-01,  1.957096E+00,  5.760805E+01,-1.000,   38
  0.000000,  2.007435,  8.646838E-01,  7.492762E-01,  1.812443E+01, 1.000,  112
  0.000000,  2.007435,  8.647250E-01,  7.520397E-01,  1.817158E+01, 1.000,  112
  0.000000,  2.007435,  1.199422E+00,  3.995825E-01,  5.232912E+01, 1.000,  106
  0.000000,  2.007435,  1.349944E+00,  8.650617E-01,  1.441609E+01,-1.000,  112
  0.000000,  2.007435,  1.349980E+00,  8.632306E-01,  1.437478E+01,-1.000,  112
  0.000000,  2.007435,  1.368187E+00,  9.940684E-01, -1.143454E+04,-1.000,  107
  0.000000,  2.007435,  1.370192E+00,  1.000508E+00, -1.147829E+04,-1.000,  111
