Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
  0.000000,  4.684015,  1.393631E+00,  1.055433E+00, -1.180043E+04,-1.000,   80
  0.000000,  4.684015,  1.771531E+00,  1.672159E+00, -1.678764E+04,-1.000,   69
  0.000000,  4.684015,  1.773746E+00,  1.688176E+00, -1.686637E+04,-1.000,   96
  0.000000,  4.684015,  1.778637E+00,  1.696279E+00, -1.671091E+04,-1.000,   92
  0.000000,  4.684015,  1.779376E+00,  1.705391E+00, -1.674691E+04,-1.000,   74
  0.000000,  4.684015,  2.033330E+00,  4.346782E-01, -2.339418E+01, 1.000,   73
  0.000000,  4.684015,  8.678394E+00,  1.291285E+00,  2.239803E+01,-1.000,   48
  0.000000,  4.684015,  9.205614E+00,  2.203730E+00, -5.680806E+00,-1.000,   44
  0.000000,  5.018587,  7.756299E-02,  5.755501E-01,  4.408113E+01,-1.000,   12
  0.000000,  5.018587,  7.763525E-02,  5.760827E-01,  4.356641E+01,-1.000,   18
  0.000000,  5.018587,  7.886326E-02,  5.762848E-01,  4.222934E+01,-1.000,    4
  0.000000,  5.018587,  7.937549E-02,  5.892719E-01,  4.179967E+01,-1.000,    3
  0.000000,  5.018587,  9.441811E-02,  7.181443E-01,  1.271054E+02,-1.000,   90
  0.000000,  5.018587,  9.443358E-02,  7.178447E-01,  1.263442E+02,-1.000,  100
  0.000000,  5.018587,  9.482013E-02,  6.604191E-01,  8.995065E+01,-1.000,   34
  0.000000,  5.018587,  9.491237E-02,  6.462489E-01,  9.140512E+01,-1.000,   43
  0.000000,  5.018587,  9.534338E-02,  1.088693E+00, -4.567829E+01,-1.000,   40
  0.000000,  5.018587,  9.564459E-02,  1.084451E+00, -5.464828E+01,-1.000,   48
  0.000000,  5.018587,  9.589705E-02,  9.532027E-01,  6.032954E+00,-1.000,   72
  0.000000,  5.018587,  9.597687E-02,  9.559839E-01, -4.859372E+00,-1.000,   66
  0.000000,  5.018587,  1.050629E-01,  3.839965E-01, -6.893267E+00,-1.000,  112
  0.000000,  5.018587,  1.050641E-01,  3.832154E-01, -6.891672E+00,-1.000,  120
  0.000000,  5.018587,  1.071431E-01,  3.384563E-01, -4.648570E+00,-1.000,  109
  0.000000,  5.018587,  1.071737E-01,  3.382410E-01, -4.699998E+00,-1.000,  110
  0.000000,  5.018587,  1.074429E-01,  3.279098E-01, -4.770274E+00,-1.000,  120
  0.000000,  5.018587,  1.074653E-01,  3.310942E-01, -5.190480E+00,-1.000,  112
  0.000000,  5.018587,  4.723624E-01,  1.823000E+00,  4.161729E+01,-1.000,  124
  0.000000,  5.018587,  4.727181E-01,  1.851516E+00,  4.061220E+01,-1.000,  128
  0.000000,  5.018587,  4.764946E-01,  2.027072E+00,  3.523308E+03,-1.000,  111
  0.000000,  5.018587,  4.765268E-01,  2.027108E+00,  1.501285E+03,-1.000,  104
  0.000000,  5.018587,  8.682631E-01,  7.555561E-01,  1.920552E+01, 1.000,  108
  0.000000,  5.018587,  8.683061E-01,  7.578090E-01,  1.928151E+01, 1.000,  108
  0.000000,  5.018587,  1.206404E+00,  4.019848E-01,  5.076564E+01, 1.000,  104
  0.000000,  5.018587,  1.355719E+00,  8.740862E-01,  1.439901E+01,-1.000,  102
  0.000000,  5.018587,  1.355835E+00,  8.725139E-01, -9.520677E+01,-1.000,  103
  0.000000,  5.018587,  1.368519E+00,  9.777765E-01, -1.137984E+04,-1.000,  104
  0.000000,  5.018587,  1.370659E+00,  9.929296E-01, -1.142847E+04,-1.000,   99
  0.000000,  5.018587,  1.392648E+00,  1.047430E+00, -1.176837E+04,-1.000,  100
  0.000000,  5.018587,  1.396285E+00,  1.053847E+00, -1.183086E+04,-1.000,   80
  0.000000,  5.018587,  1.766193E+00,  1.658883E+00, -1.666096E+04,-1.000,   71
  0.000000,  5.018587,  1.768079E+00,  1.680317E+00, -1.673255E+04,-1.000,   98
  0.000000,  5.018587,  1.773209E+00,  1.714027E+00, -1.663140E+04,-1.000,   74
  0.000000,  5.018587,  1.773961E+00,  1.712413E+00, -1.664575E+04,-1.000,   94
  0.000000,  5.018587,  2.033948E+00,  4.348657E-01, -2.343284E+01, 1.000,   73
  0.000000,  5.018587,  8.684371E+00,  1.293386E+00,  2.259398E+01,-1.000,   48
  0.000000,  5.018587,  9.211392E+00,  2.188203E+00, -9.919358E+00,-1.000,   44
  0.000000,  5.353160,  7.775026E-02,  5.759864E-01,  4.379899E+01,-1.000,   21
  0.000000,  5.353160,  7.780382E-02,  5.899474E-01,  4.316748E+01,-1.000,   11
  0.000000,  5.353160,  7.900254E-02,  5.940519E-01,  4.407434E+01,-1.000,    7
  0.000000,  5.353160,  7.931737E-02,  6.126113E-01,  4.365107E+01,-1.000,    2
  0.000000,  5.353160,  9.460196E-02,  7.142893E-01,  1.257847E+02,-1.000,   88
  0.000000,  5.353160,  9.466130E-02,  6.953578E-01,  1.183236E+02,-1.000,   94
  0.000000,  5.353160,  9.536953E-02,  6.478587E-01,  8.561719E+01,-1.000,   27
  0.000000,  5.353160,  9.543466E-02,  6.354663E-01,  8.786953E+01,-1.000,   31
  0.000000,  5.353160,  9.574182E-02,  1.092419E+00, -4.112809E+01,-1.000,   31
  0.000000,  5.353160,  9.594284E-02,  9.221014E-01,  2.428019E+00,-1.000,   56
  0.000000,  5.353160,  9.611474E-02,  9.240984E-01,  5.756602E+00,-1.000,   50
  0.000000,  5.353160,  9.618208E-02,  1.085665E+00, -5.705687E+01,-1.000,   40
  0.000000,  5.353160,  1.033667E-01,  2.028089E+00, -3.119765E+02,-1.000,    1
  0.000000,  5.353160,  1.034883E-01,  1.898666E+00, -3.107646E+02,-1.000,    3
  0.000000,  5.353160,  1.051109E-01,  3.827484E-01, -6.952915E+00,-1.000,  120
  0.000000,  5.353160,  1.051278E-01,  3.842336E-01, -7.002938E+00,-1.000,  114
  0.000000,  5.353160,  1.072010E-01,  3.385655E-01, -4.611187E+00,-1.000,  110
  0.000000,  5.353160,  1.072315E-01,  3.387833E-01, -4.656891E+00,-1.000,  110
  0.000000,  5.353160,  1.075000E-01,  3.316230E-01, -4.940478E+00,-1.000,  120
  0.000000,  5.353160,  1.075235E-01,  3.314481E-01, -5.074238E+00,-1.000,  114
  0.000000,  5.353160,  3.533898E-01,  2.907687E+00,  2.120678E+03,-1.000,    2
  0.000000,  5.353160,  3.534119E-01,  2.902640E+00,  2.116601E+03,-1.000,    3
  0.000000,  5.353160,  3.975033E-01,  4.474749E+00, -2.397724E+03,-1.000,    3
  0.000000,  5.353160,  3.976690E-01,  4.424818E+00, -2.400082E+03,-1.000,    2
  0.000000,  5.353160,  4.730096E-01,  1.821308E+00,  3.851878E+01,-1.000,  137
  0.000000,  5.353160,  4.732430E-01,  1.849442E+00,  3.976621E+01,-1.000,  140
  0.000000,  5.353160,  4.773376E-01,  2.039068E+00,  4.168646E+03,-1.000,  105
  0.000000,  5.353160,  4.774482E-01,  2.043351E+00,  1.735485E+03,-1.000,  110
  0.000000,  5.353160,  8.688397E-01,  7.564280E-01,  1.938219E+01, 1.000,  106
  0.000000,  5.353160,  8.688856E-01,  7.593900E-01,  1.940479E+01, 1.000,  106
  0.000000,  5.353160,  1.207513E+00,  4.023854E-01,  5.074628E+01, 1.000,  104
  0.000000,  5.353160,  1.356667E+00,  8.756371E-01,  1.426788E+01,-1.000,   98
  0.000000,  5.353160,  1.356711E+00,  8.721832E-01,  1.435909E+01,-1.000,  102
  0.000000,  5.353160,  1.365173E+00,  9.557191E-01, -9.984501E+03,-1.000,   34
  0.000000,  5.353160,  1.368969E+00,  9.746700E-01, -1.137644E+04,-1.000,   56
  0.000000,  5.353160,  1.370551E+00,  9.883458E-01, -1.141371E+04,-1.000,   72
  0.000000,  5.353160,  1.372429E+00,  1.009658E+00, -1.145522E+04,-1.000,   44
  0.000000,  5.353160,  1.394873E+00,  1.043113E+00, -1.179207E+04,-1.000,  100
  0.000000,  5.353160,  1.398112E+00,  1.065234E+00, -1.184797E+04,-1.000,   80
  0.000000,  5.353160,  1.763798E+00,  1.687204E+00, -1.669621E+04,-1.000,   71
  0.000000,  5.353160,  1.763893E+00,  1.697167E+00, -1.667703E+04,-1.000,   98
  0.000000,  5.353160,  1.768882E+00,  1.728806E+00, -1.658204E+04,-1.000,   74
  0.000000,  5.353160,  1.769989E+00,  1.723015E+00, -1.661134E+04,-1.000,   94
  0.000000,  5.353160,  2.034665E+00,  4.350560E-01, -2.347096E+01, 1.000,   73
  0.000000,  5.353160,  8.690681E+00,  1.295487E+00,  2.270802E+01,-1.000,   48
  0.000000,  5.353160,  9.217364E+00,  2.171778E+00, -1.298280E+01,-1.000,   44
  0.000000,  5.687732,  7.805887E-02,  5.800029E-01,  4.226509E+01,-1.000,   10
  0.000000,  5.687732,  7.810422E-02,  5.760734E-01,  4.129580E+01,-1.000,   18
  0.000000,  5.687732,  7.964364E-02,  6.009179E-01,  4.367249E+01,-1.000,    2
  0.000000,  5.687732,  9.478594E-02,  6.842099E-01,  1.274060E+02,-1.000,   87
  0.000000,  5.687732,  9.481529E-02,  6.830056E-01,  1.237392E+02,-1.000,   92
  0.000000,  5.687732,  9.499514E-02,  8.434146E-01,  2.353311E+01,-1.000,   15
  0.000000,  5.687732,  9.595902E-02,  6.317808E-01,  7.250704E+01,-1.000,   24
  0.000000,  5.687732,  9.597537E-02,  6.241546E-01,  8.161069E+01,-1.000,   22
  0.000000,  5.687732,  9.609704E-02,  8.960712E-01,  1.137219E+01,-1.000,   54
  0.000000,  5.687732,  9.682489E-02,  1.008759E+00, -4.021899E+01,-1.000,   65
  0.000000,  5.687732,  9.694962E-02,  1.119737E+00, -6.217521E+01,-1.000,   36
  0.000000,  5.687732,  1.005400E-01,  1.681800E+00, -2.480768E+02,-1.000,    6
  0.000000,  5.687732,  1.022674E-01,  1.800560E+00, -2.747268E+02,-1.000,    5
  0.000000,  5.687732,  1.051765E-01,  3.826313E-01, -7.212306E+00,-1.000,  114
  0.000000,  5.687732,  1.051784E-01,  3.833095E-01, -7.071631E+00,-1.000,  120
  0.000000,  5.687732,  1.072571E-01,  3.391697E-01, -4.588745E+00,-1.000,  110
  0.000000,  5.687732,  1.072892E-01,  3.389994E-01, -4.632587E+00,-1.000,  110
  0.000000,  5.687732,  1.075625E-01,  3.300819E-01, -4.993658E+00,-1.000,  120
  0.000000,  5.687732,  1.075904E-01,  3.312272E-01, -5.482902E+00,-1.000,  114
  0.000000,  5.687732,  3.549141E-01,  2.839453E+00,  2.114175E+03,-1.000,    2
  0.000000,  5.687732,  4.029264E-01,  4.303757E+00, -2.472192E+03,-1.000,    2
  0.000000,  5.687732,  4.735375E-01,  1.819152E+00,  3.808179E+01,-1.000,  130
  0.000000,  5.687732,  4.738282E-01,  1.842725E+00,  3.797207E+01,-1.000,  140
  0.000000,  5.687732,  4.782212E-01,  2.050852E+00,  4.756588E+03,-1.000,  107
  0.000000,  5.687732,  4.783066E-01,  2.046919E+00,  2.512174E+03,-1.000,  104
  0.000000,  5.687732,  8.694817E-01,  7.576243E-01,  1.952969E+01, 1.000,  106
  0.000000,  5.687732,  8.695254E-01,  7.595110E-01,  1.948499E+01, 1.000,  106
  0.000000,  5.687732,  1.208752E+00,  4.027927E-01,  5.076954E+01, 1.000,  102
  0.000000,  5.687732,  1.357689E+00,  8.760585E-01,  1.448731E+01,-1.000,  102
  0.000000,  5.687732,  1.357817E+00,  8.759620E-01, -9.756908E+01,-1.000,  101
  0.000000,  5.687732,  1.368536E+00,  9.621647E-01, -1.135340E+04,-1.000,   27
  0.000000,  5.687732,  1.369451E+00,  9.802685E-01, -1.137493E+04,-1.000,  102
  0.000000,  5.687732,  1.372416E+00,  1.000248E+00, -1.144385E+04,-1.000,   72
  0.000000,  5.687732,  1.388083E+00,  1.001857E+00, -1.167047E+04,-1.000,    1
  0.000000,  5.687732,  1.397137E+00,  1.053745E+00, -1.181517E+04,-1.000,   98
  0.000000,  5.687732,  1.400634E+00,  1.063867E+00, -1.187356E+04,-1.000,   80
  0.000000,  5.687732,  1.758004E+00,  1.677161E+00, -1.659396E+04,-1.000,   71
  0.000000,  5.687732,  1.758528E+00,  1.669948E+00, -1.659773E+04,-1.000,   97
  0.000000,  5.687732,  1.762269E+00,  1.683375E+00, -1.646623E+04,-1.000,   74
  0.000000,  5.687732,  1.763415E+00,  1.726903E+00, -1.649575E+04,-1.000,   94
  0.000000,  5.687732,  2.035396E+00,  4.352775E-01, -2.351255E+01, 1.000,   73
  0.000000,  5.687732,  8.697409E+00,  1.297593E+00,  2.263816E+01,-1.000,   48
  0.000000,  5.687732,  9.223506E+00,  2.157292E+00, -1.625809E+01,-1.000,   44
  0.000000,  6.022305,  7.814841E-02,  5.796034E-01,  4.302839E+01,-1.000,   18
  0.000000,  6.022305,  7.821097E-02,  5.742975E-01,  4.196577E+01,-1.000,    9
  0.000000,  6.022305,  7.934351E-02,  6.004779E-01,  4.825748E+01,-1.000,    2
  0.000000,  6.022305,  9.490296E-02,  6.944263E-01,  1.281725E+02,-1.000,   87
  0.000000,  6.022305,  9.502024E-02,  6.924861E-01,  1.338452E+02,-1.000,   91
  0.000000,  6.022305,  9.641446E-02,  6.208444E-01,  8.202330E+01,-1.000,   18
  0.000000,  6.022305,  9.646210E-02,  1.006999E+00, -2.803163E+01,-1.000,   18
  0.000000,  6.022305,  9.648813E-02,  6.131705E-01,  8.163293E+01,-1.000,   24
  0.000000,  6.022305,  9.655938E-02,  9.384343E-01, -7.721062E+00,-1.000,   59
  0.000000,  6.022305,  9.662171E-02,  8.991190E-01, -3.150186E+00,-1.000,   53
  0.000000,  6.022305,  9.687298E-02,  1.008883E+00, -2.843927E+01,-1.000,   21
  0.000000,  6.022305,  1.035997E-01,  1.602595E+00, -3.091407E+02,-1.000,    1
  0.000000,  6.022305,  1.047763E-01,  1.900069E+00, -3.302510E+02,-1.000,    2
  0.000000,  6.022305,  1.050035E-01,  1.863943E+00, -3.363813E+02,-1.000,    2
  0.000000,  6.022305,  1.051680E-01,  3.818442E-01, -6.713415E+00,-1.000,  114
  0.000000,  6.022305,  1.052585E-01,  3.846116E-01, -7.200329E+00,-1.000,  118
  0.000000,  6.022305,  1.073146E-01,  3.406040E-01, -4.484142E+00,-1.000,  110
  0.000000,  6.022305,  1.073496E-01,  3.392189E-01, -4.579282E+00,-1.000,  109
  0.000000,  6.022305,  1.076142E-01,  3.288563E-01, -5.026474E+00,-1.000,  118
  0.000000,  6.022305,  1.076158E-01,  3.346003E-01, -5.540576E+00,-1.000,  118
  0.000000,  6.022305,  3.557317E-01,  2.813537E+00,  2.097530E+03,-1.000,    6
  0.000000,  6.022305,  4.026042E-01,  4.233942E+00, -2.446087E+03,-1.000,    2
  0.000000,  6.022305,  4.060519E-01,  4.124154E+00, -2.496016E+03,-1.000,    4
  0.000000,  6.022305,  4.739510E-01,  1.801239E+00,  3.695049E+01,-1.000,   91
  0.000000,  6.022305,  4.741299E-01,  1.813208E+00,  3.890576E+01,-1.000,   47
  0.000000,  6.022305,  4.744733E-01,  1.863456E+00,  4.233404E+01,-1.000,  114
  0.000000,  6.022305,  4.788291E-01,  2.022044E+00,  7.342524E+03,-1.000,  108
  0.000000,  6.022305,  4.793044E-01,  2.070258E+00,  2.334507E+03,-1.000,  102
  0.000000,  6.022305,  8.701378E-01,  7.564074E-01,  1.969840E+01, 1.000,  104
  0.000000,  6.022305,  8.702065E-01,  7.659694E-01,  1.964494E+01, 1.000,  104
  0.000000,  6.022305,  1.210045E+00,  4.032874E-01,  5.082384E+01, 1.000,  102
  0.000000,  6.022305,  1.358786E+00,  8.845103E-01,  1.433657E+01,-1.000,  100
  0.000000,  6.022305,  1.359731E+00,  8.807752E-01, -1.199675E+03,-1.000,  112
  0.000000,  6.022305,  1.369458E+00,  9.593538E-01, -1.136100E+04,-1.000,   53
  0.000000,  6.022305,  1.371843E+00,  9.965532E-01, -1.141243E+04,-1.000,   88
  0.000000,  6.022305,  1.372790E+00,  9.900658E-01, -1.143902E+04,-1.000,   49
  0.000000,  6.022305,  1.398292E+00,  1.041148E+00, -1.181811E+04,-1.000,   98
  0.000000,  6.022305,  1.403705E+00,  1.079587E+00, -1.191171E+04,-1.000,   78
  0.000000,  6.022305,  1.752843E+00,  1.663570E+00, -1.650408E+04,-1.000,   71
  0.000000,  6.022305,  1.753163E+00,  1.650666E+00, -1.651247E+04,-1.000,   98
  0.000000,  6.022305,  1.756706E+00,  1.686414E+00, -1.638714E+04,-1.000,   74
  0.000000,  6.022305,  1.757093E+00,  1.706056E+00, -1.639093E+04,-1.000,   94
  0.000000,  6.022305,  2.036185E+00,  4.354635E-01, -2.356093E+01, 1.000,   71
  0.000000,  6.022305,  8.704513E+00,  1.299452E+00,  2.251123E+01,-1.000,   46
  0.000000,  6.022305,  9.229859E+00,  2.142925E+00, -2.094284E+01,-1.000,   44
  0.000000,  6.356877,  7.834370E-02,  5.732891E-01,  4.265774E+01,-1.000,   11
  0.000000,  6.356877,  7.849484E-02,  5.583275E-01,  4.204489E+01,-1.000,   19
  0.000000,  6.356877,  7.980610E-02,  5.802175E-01,  4.382676E+01,-1.000,    4
  0.000000,  6.356877,  7.999509E-02,  6.067343E-01,  4.323806E+01,-1.000,    1
  0.000000,  6.356877,  9.515748E-02,  6.830468E-01,  1.311628E+02,-1.000,   92
  0.000000,  6.356877,  9.516958E-02,  6.803468E-01,  1.303605E+02,-1.000,   87
  0.000000,  6.356877,  9.580961E-02,  6.076616E-01,  8.317922E+01,-1.000,    8
  0.000000,  6.356877,  9.599541E-02,  6.021771E-01,  8.462397E+01,-1.000,    9
  0.000000,  6.356877,  9.692778E-02,  6.071806E-01,  7.893704E+01,-1.000,   12
  0.000000,  6.356877,  9.696092E-02,  6.046695E-01,  8.569127E+01,-1.000,   17
  0.000000,  6.356877,  9.705753E-02,  9.842029E-01, -3.234371E+01,-1.000,   43
  0.000000,  6.356877,  9.734544E-02,  1.011796E+00, -3.382463E+01,-1.000,   48
  0.000000,  6.356877,  1.006195E-01,  1.632102E+00, -2.197986E+02,-1.000,    3
  0.000000,  6.356877,  1.012189E-01,  1.604234E+00, -2.339232E+02,-1.000,    6
  0.000000,  6.356877,  1.052809E-01,  3.847670E-01, -6.993521E+00,-1.000,  114
  0.000000,  6.356877,  1.052884E-01,  3.840542E-01, -7.087407E+00,-1.000,  118
  0.000000,  6.356877,  1.073831E-01,  3.400488E-01, -4.490215E+00,-1.000,  110
  0.000000,  6.356877,  1.074150E-01,  3.398312E-01, -4.543083E+00,-1.000,  110
  0.000000,  6.356877,  1.076791E-01,  3.300221E-01, -5.211765E+00,-1.000,  120
  0.000000,  6.356877,  1.076881E-01,  3.287948E-01, -5.394527E+00,-1.000,  120
  0.000000,  6.356877,  3.533878E-01,  2.723215E+00,  2.047629E+03,-1.000,    3
  0.000000,  6.356877,  3.556242E-01,  2.750525E+00,  2.078140E+03,-1.000,    4
  0.000000,  6.356877,  4.002235E-01,  4.295859E+00, -2.400588E+03,-1.000,    2
  0.000000,  6.356877,  4.007613E-01,  4.255642E+00, -2.403142E+03,-1.000,    3
  0.000000,  6.356877,  4.106149E-01,  3.976588E+00, -2.561374E+03,-1.000,    1
  0.000000,  6.356877,  4.747917E-01,  1.816085E+00,  3.591975E+01,-1.000,  136
  0.000000,  6.356877,  4.750005E-01,  1.833100E+00,  3.740882E+01,-1.000,  144
  0.000000,  6.356877,  4.800812E-01,  2.072037E+00,  6.379963E+03,-1.000,  104
  0.000000,  6.356877,  4.802118E-01,  2.067984E+00,  4.667259E+03,-1.000,  104
  0.000000,  6.356877,  8.708677E-01,  7.603593E-01,  1.965961E+01, 1.000,  106
  0.000000,  6.356877,  8.709080E-01,  7.614317E-01,  1.973295E+01, 1.000,  106
  0.000000,  6.356877,  1.211416E+00,  4.037571E-01,  5.091948E+01, 1.000,  102
  0.000000,  6.356877,  1.360105E+00,  8.794943E-01, -2.073324E+02,-1.000,  102
  0.000000,  6.356877,  1.360555E+00,  8.867191E-01, -1.013081E+03,-1.000,  110
  0.000000,  6.356877,  1.371044E+00,  9.826181E-01, -1.138109E+04,-1.000,   92
  0.000000,  6.356877,  1.372412E+00,  9.879417E-01, -1.141360E+04,-1.000,   95
  0.000000,  6.356877,  1.376888E+00,  1.015442E+00, -1.151375E+04,-1.000,    3
  0.000000,  6.356877,  1.402093E+00,  1.065024E+00, -1.186478E+04,-1.000,   98
  0.000000,  6.356877,  1.404676E+00,  1.068193E+00, -1.190813E+04,-1.000,   78
  0.000000,  6.356877,  1.748954E+00,  1.683296E+00, -1.647212E+04,-1.000,   96
  0.000000,  6.356877,  1.749078E+00,  1.682668E+00, -1.649131E+04,-1.000,   71
  0.000000,  6.356877,  1.750517E+00,  1.678243E+00, -1.628870E+04,-1.000,   74
  0.000000,  6.356877,  1.752539E+00,  1.730482E+00, -1.634441E+04,-1.000,   94
  0.000000,  6.356877,  2.037016E+00,  4.357302E-01, -2.359706E+01, 1.000,   71
  0.000000,  6.356877,  8.712030E+00,  1.302223E+00,  2.221370E+01,-1.000,   46
  0.000000,  6.356877,  9.236315E+00,  2.124615E+00, -2.409521E+01,-1.000,   44
  0.000000,  6.691450,  7.870644E-02,  5.624208E-01,  4.083775E+01,-1.000,   16
  0.000000,  6.691450,  7.874943E-02,  5.630942E-01,  4.009893E+01,-1.000,    6
  0.000000,  6.691450,  8.000844E-02,  5.914899E-01,  4.469477E+01,-1.000,    6
  0.000000,  6.691450,  8.016895E-02,  6.001332E-01,  4.440087E+01,-1.000,    1
  0.000000,  6.691450,  9.542292E-02,  6.629605E-01,  1.253814E+02,-1.000,   92
  0.000000,  6.691450,  9.548201E-02,  6.580374E-01,  1.173429E+02,-1.000,   78
  0.000000,  6.691450,  9.583499E-02,  7.842274E-01,  8.531953E+01,-1.000,   14
  0.000000,  6.691450,  9.586804E-02,  7.145349E-01,  9.414906E+01,-1.000,   19
  0.000000,  6.691450,  9.737475E-02,  6.062418E-01,  8.875647E+01,-1.000,    6
  0.000000,  6.691450,  9.741279E-02,  5.951186E-01,  9.390750E+01,-1.000,   11
  0.000000,  6.691450,  1.034053E-01,  1.703710E+00, -2.813427E+02,-1.000,    6
  0.000000,  6.691450,  1.040593E-01,  1.931468E+00, -3.025830E+02,-1.000,    8
  0.000000,  6.691450,  1.053603E-01,  3.842626E-01, -7.178446E+00,-1.000,  116
  0.000000,  6.691450,  1.053777E-01,  3.838873E-01, -7.295751E+00,-1.000,  118
  0.000000,  6.691450,  1.074524E-01,  3.406951E-01, -4.431913E+00,-1.000,  110
  0.000000,  6.691450,  1.074848E-01,  3.404634E-01, -4.506517E+00,-1.000,  110
  0.000000,  6.691450,  1.077665E-01,  3.307041E-01, -5.335516E+00,-1.000,  120
  0.000000,  6.691450,  1.077786E-01,  3.312907E-01, -5.477362E+00,-1.000,  120
  0.000000,  6.691450,  3.536216E-01,  2.793107E+00,  2.045142E+03,-1.000,    8
  0.000000,  6.691450,  3.544847E-01,  2.727158E+00,  2.063356E+03,-1.000,   12
  0.000000,  6.691450,  4.023874E-01,  4.298735E+00, -2.410086E+03,-1.000,    8
  0.000000,  6.691450,  4.048741E-01,  4.210131E+00, -2.453214E+03,-1.000,   11
  0.000000,  6.691450,  4.754500E-01,  1.811396E+00,  3.491780E+01,-1.000,  138
  0.000000,  6.691450,  4.757300E-01,  1.834819E+00,  3.440655E+01,-1.000,  150
  0.000000,  6.691450,  4.810924E-01,  2.077683E+00,  8.131480E+03,-1.000,  102
  0.000000,  6.691450,  4.812182E-01,  2.075175E+00,  5.687233E+03,-1.000,  102
  0.000000,  6.691450,  4.821350E-01,  2.033978E+00,  8.279866E+01,-1.000,    2
  0.000000,  6.691450,  8.716223E-01,  7.612266E-01,  1.982632E+01, 1.000,  104
  0.000000,  6.691450,  8.716664E-01,  7.625553E-01,  1.984151E+01, 1.000,  104
  0.000000,  6.691450,  1.212848E+00,  4.042652E-01,  5.104885E+01, 1.000,  102
  0.000000,  6.691450,  1.361236E+00,  8.808165E-01, -9.729873E+01,-1.000,  101
  0.000000,  6.691450,  1.362778E+00,  8.988332E-01, -2.394158E+03,-1.000,  127
  0.000000,  6.691450,  1.371300E+00,  9.794821E-01, -1.136954E+04,-1.000,   47
  0.000000,  6.691450,  1.372502E+00,  9.930963E-01, -1.139793E+04,-1.000,   74
  0.000000,  6.691450,  1.374886E+00,  1.001941E+00, -1.145533E+04,-1.000,   50
  0.000000,  6.691450,  1.404187E+00,  1.064711E+00, -1.188210E+04,-1.000,   98
  0.000000,  6.691450,  1.408150E+00,  1.076091E+00, -1.194508E+04,-1.000,   78
  0.000000,  6.691450,  1.743276E+00,  1.651044E+00, -1.635510E+04,-1.000,   71
  0.000000,  6.691450,  1.743992E+00,  1.651678E+00, -1.617854E+04,-1.000,   94
  0.000000,  6.691450,  1.744160E+00,  1.685089E+00, -1.638665E+04,-1.000,   98
  0.000000,  6.691450,  1.744601E+00,  1.652638E+00, -1.620323E+04,-1.000,   74
  0.000000,  6.691450,  2.037884E+00,  4.359666E-01, -2.364646E+01, 1.000,   71
  0.000000,  6.691450,  8.719961E+00,  1.304670E+00,  2.191919E+01,-1.000,   46
  0.000000,  6.691450,  9.242917E+00,  2.108494E+00, -2.713669E+01,-1.000,   44
  0.000000,  7.026022,  7.874023E-02,  5.636858E-01,  4.150825E+01,-1.000,    7
  0.000000,  7.026022,  7.884007E-02,  5.569782E-01,  4.159321E+01,-1.000,    9
  0.000000,  7.026022,  9.545846E-02,  6.587033E-01,  1.381965E+02,-1.000,   82
  0.000000,  7.026022,  9.556388E-02,  6.513911E-01,  1.347170E+02,-1.000,   87
  0.000000,  7.026022,  9.653073E-02,  7.142752E-01,  4.284959E+01,-1.000,   30
  0.000000,  7.026022,  9.794067E-02,  9.914016E-01, -3.589273E+01,-1.000,   39
  0.000000,  7.026022,  9.795405E-02,  5.822993E-01,  8.668759E+01,-1.000,    5
  0.000000,  7.026022,  1.054390E-01,  3.827052E-01, -7.367757E+00,-1.000,  116
  0.000000,  7.026022,  1.054716E-01,  3.830159E-01, -7.505851E+00,-1.000,  118
  0.000000,  7.026022,  1.075237E-01,  3.410924E-01, -4.403852E+00,-1.000,  110
  0.000000,  7.026022,  1.075562E-01,  3.407153E-01, -4.461802E+00,-1.000,  110
  0.000000,  7.026022,  1.078322E-01,  3.285244E-01, -5.825632E+00,-1.000,  136
  0.000000,  7.026022,  1.078458E-01,  3.318247E-01, -5.391566E+00,-1.000,  124
  0.000000,  7.026022,  3.530732E-01,  2.799081E+00,  2.028566E+03,-1.000,    1
  0.000000,  7.026022,  3.558015E-01,  2.751575E+00,  2.072574E+03,-1.000,   16
  0.000000,  7.026022,  3.574943E-01,  2.696651E+00,  2.096218E+03,-1.000,   12
  0.000000,  7.026022,  4.062199E-01,  4.273789E+00, -2.466741E+03,-1.000,    3
  0.000000,  7.026022,  4.065501E-01,  4.160383E+00, -2.474571E+03,-1.000,   11
  0.000000,  7.026022,  4.107485E-01,  3.928679E+00, -2.547587E+03,-1.000,    1
  0.000000,  7.026022,  4.761854E-01,  1.812624E+00,  2.948169E+01,-1.000,   95
  0.000000,  7.026022,  4.762513E-01,  1.821014E+00,  4.480081E+01,-1.000,   45
  0.000000,  7.026022,  4.764363E-01,  1.836337E+00,  3.566268E+01,-1.000,  152
  0.000000,  7.026022,  4.820812E-01,  2.059619E+00,  6.531684E+03,-1.000,  102
  0.000000,  7.026022,  4.823744E-01,  2.087168E+00,  6.035985E+03,-1.000,  112
  0.000000,  7.026022,  4.836113E-01,  2.040971E+00,  8.259151E+01,-1.000,    2
  0.000000,  7.026022,  8.724204E-01,  7.651536E-01,  1.972179E+01, 1.000,  106
